District,Original Maize Production Value,Perturbation,Factor,New Maize Production Values,Percentage Change,Change
SHIVAMOGGA,248.0,10,AreaUnderOilSeeds_GroundNut,277,11.693548387096774,29.0
TUMAKURU,39626.0,10,AreaUnderOilSeeds_GroundNut,43992,11.018018472719932,4366.0
CHIKKAMAGALURU,3909.0,10,AreaUnderOilSeeds_GroundNut,4315,10.386288053210539,406.0
DAKSHINA KANNADA,0.0,10,AreaUnderOilSeeds_GroundNut,0,,0.0
UDUPI,3623.0,10,AreaUnderOilSeeds_GroundNut,3749,3.4777808446039193,126.0
HASSAN,521.0,10,AreaUnderOilSeeds_GroundNut,580,11.324376199616124,59.0
KODAGU,45.0,10,AreaUnderOilSeeds_GroundNut,49,8.88888888888889,4.0
MANDYA,1021.0,10,AreaUnderOilSeeds_GroundNut,1115,9.20666013712047,94.0
MYSURU,2170.0,10,AreaUnderOilSeeds_GroundNut,2335,7.603686635944701,165.0
CHAMARAJANAGAR,8867.0,10,AreaUnderOilSeeds_GroundNut,9713,9.540994699447388,846.0
BELAGAVI,39530.0,10,AreaUnderOilSeeds_GroundNut,42189,6.726536807487984,2659.0
VIJAYAPURA,27528.0,10,AreaUnderOilSeeds_GroundNut,29289,6.397122929380994,1761.0
BAGALKOT,25444.0,10,AreaUnderOilSeeds_GroundNut,27315,7.353403552900488,1871.0
DHARAWAD,21178.0,10,AreaUnderOilSeeds_GroundNut,23747,12.130512796298046,2569.0
GADAG,31332.0,10,AreaUnderOilSeeds_GroundNut,34258,9.33869526362824,2926.0
HAVERI,18309.0,10,AreaUnderOilSeeds_GroundNut,19573,6.903708558632367,1264.0
UTTARA KANNADA,3825.0,10,AreaUnderOilSeeds_GroundNut,3963,3.607843137254902,138.0
BALLARI,22938.5,10,AreaUnderOilSeeds_GroundNut,25331,10.43006299452885,2392.5
BIDAR,261.0,10,AreaUnderOilSeeds_GroundNut,275,5.363984674329502,14.0
KALABURAGI,3114.0,10,AreaUnderOilSeeds_GroundNut,3297,5.8766859344894025,183.0
YADGIRI,31435.0,10,AreaUnderOilSeeds_GroundNut,33302,5.939239700970256,1867.0
RAICHUR,26958.0,10,AreaUnderOilSeeds_GroundNut,28687,6.413680540099414,1729.0
KOPPAL,29982.0,10,AreaUnderOilSeeds_GroundNut,31053,3.572143285971583,1071.0
VIJAYANAGARA,22938.5,10,AreaUnderOilSeeds_GroundNut,25331,10.43006299452885,2392.5
BENGALURU,71.0,10,MotorVehicles_Tractors,99,39.436619718309856,28.0
BENGALURU(R),206.0,10,MotorVehicles_Tractors,209,1.4563106796116505,3.0
RAMANAGARA,4830.0,10,MotorVehicles_Tractors,5491,13.685300207039338,661.0
CHITRADURGA,68575.0,10,MotorVehicles_Tractors,74579,8.755377324097703,6004.0
DAVANAGERE,16592.0,10,MotorVehicles_Tractors,17575,5.924541947926712,983.0
KOLAR,5810.0,10,MotorVehicles_Tractors,8145,40.18932874354561,2335.0
CHIKKABALLAPURA,7132.0,10,MotorVehicles_Tractors,8072,13.180033651149747,940.0
SHIVAMOGGA,248.0,10,MotorVehicles_Tractors,263,6.048387096774194,15.0
TUMAKURU,39626.0,10,MotorVehicles_Tractors,44399,12.0451218896684,4773.0
CHIKKAMAGALURU,3909.0,10,MotorVehicles_Tractors,4504,15.221284215911998,595.0
DAKSHINA KANNADA,0.0,10,MotorVehicles_Tractors,0,,0.0
UDUPI,3623.0,10,MotorVehicles_Tractors,3887,7.28677891250345,264.0
HASSAN,521.0,10,MotorVehicles_Tractors,564,8.253358925143955,43.0
KODAGU,45.0,10,MotorVehicles_Tractors,52,15.555555555555555,7.0
MANDYA,1021.0,10,MotorVehicles_Tractors,1092,6.953966699314397,71.0
MYSURU,2170.0,10,MotorVehicles_Tractors,2344,8.018433179723502,174.0
CHAMARAJANAGAR,8867.0,10,MotorVehicles_Tractors,9198,3.7329423705875717,331.0
BELAGAVI,39530.0,10,MotorVehicles_Tractors,41058,3.8654186693650394,1528.0
VIJAYAPURA,27528.0,10,MotorVehicles_Tractors,28566,3.770706190061029,1038.0
BAGALKOT,25444.0,10,MotorVehicles_Tractors,26624,4.637635591888068,1180.0
DHARAWAD,21178.0,10,MotorVehicles_Tractors,22209,4.868259514590613,1031.0
GADAG,31332.0,10,MotorVehicles_Tractors,34050,8.674837227116047,2718.0
HAVERI,18309.0,10,MotorVehicles_Tractors,18724,2.2666448194876834,415.0
UTTARA KANNADA,3825.0,10,MotorVehicles_Tractors,3913,2.3006535947712417,88.0
BALLARI,22938.5,10,MotorVehicles_Tractors,25380,10.643677659829544,2441.5
BIDAR,261.0,10,MotorVehicles_Tractors,277,6.130268199233716,16.0
KALABURAGI,3114.0,10,MotorVehicles_Tractors,3269,4.977520873474631,155.0
YADGIRI,31435.0,10,MotorVehicles_Tractors,33025,5.058056306664546,1590.0
RAICHUR,26958.0,10,MotorVehicles_Tractors,28655,6.294977372208621,1697.0
KOPPAL,29982.0,10,MotorVehicles_Tractors,31284,4.342605563338003,1302.0
VIJAYANAGARA,22938.5,10,MotorVehicles_Tractors,25380,10.643677659829544,2441.5
BENGALURU,71.0,10,LivestockCensus_2012_Sheep,74,4.225352112676056,3.0
BENGALURU(R),206.0,10,LivestockCensus_2012_Sheep,214,3.8834951456310676,8.0
RAMANAGARA,4830.0,10,LivestockCensus_2012_Sheep,5017,3.8716356107660457,187.0
CHITRADURGA,68575.0,10,LivestockCensus_2012_Sheep,74984,9.345971563981042,6409.0
DAVANAGERE,16592.0,10,LivestockCensus_2012_Sheep,16812,1.325940212150434,220.0
KOLAR,5810.0,10,LivestockCensus_2012_Sheep,7112,22.40963855421687,1302.0
CHIKKABALLAPURA,7132.0,10,LivestockCensus_2012_Sheep,7884,10.544026920919798,752.0
SHIVAMOGGA,248.0,10,LivestockCensus_2012_Sheep,248,0.0,0.0
TUMAKURU,39626.0,10,LivestockCensus_2012_Sheep,43656,10.170090344723162,4030.0
CHIKKAMAGALURU,3909.0,10,LivestockCensus_2012_Sheep,4145,6.037349705807111,236.0
DAKSHINA KANNADA,0.0,10,LivestockCensus_2012_Sheep,0,,0.0
UDUPI,3623.0,10,LivestockCensus_2012_Sheep,3623,0.0,0.0
HASSAN,521.0,10,LivestockCensus_2012_Sheep,542,4.030710172744722,21.0
KODAGU,45.0,10,LivestockCensus_2012_Sheep,45,0.0,0.0
MANDYA,1021.0,10,LivestockCensus_2012_Sheep,1166,14.201762977473065,145.0
MYSURU,2170.0,10,LivestockCensus_2012_Sheep,2300,5.990783410138248,130.0
CHAMARAJANAGAR,8867.0,10,LivestockCensus_2012_Sheep,9663,8.97710612382993,796.0
BELAGAVI,39530.0,10,LivestockCensus_2012_Sheep,41134,4.0576777131292685,1604.0
VIJAYAPURA,27528.0,10,LivestockCensus_2012_Sheep,28327,2.9024992734670154,799.0
BAGALKOT,25444.0,10,LivestockCensus_2012_Sheep,27662,8.71718283288791,2218.0
DHARAWAD,21178.0,10,LivestockCensus_2012_Sheep,21507,1.5534989139673245,329.0
GADAG,31332.0,10,LivestockCensus_2012_Sheep,32889,4.969360398314822,1557.0
HAVERI,18309.0,10,LivestockCensus_2012_Sheep,18726,2.2775684089791906,417.0
UTTARA KANNADA,3825.0,10,LivestockCensus_2012_Sheep,3830,0.130718954248366,5.0
BALLARI,22938.5,10,LivestockCensus_2012_Sheep,25322,10.390827647840966,2383.5
BIDAR,261.0,10,LivestockCensus_2012_Sheep,269,3.065134099616858,8.0
KALABURAGI,3114.0,10,LivestockCensus_2012_Sheep,3143,0.9312780989081566,29.0
YADGIRI,31435.0,10,LivestockCensus_2012_Sheep,33741,7.335772228407826,2306.0
RAICHUR,26958.0,10,LivestockCensus_2012_Sheep,28287,4.9298909414645005,1329.0
KOPPAL,29982.0,10,LivestockCensus_2012_Sheep,31334,4.509372290040691,1352.0
VIJAYANAGARA,22938.5,10,LivestockCensus_2012_Sheep,25322,10.390827647840966,2383.5
BENGALURU,71.0,-10,TotalNPK,44,-38.028169014084504,-27.0
BENGALURU(R),206.0,-10,TotalNPK,169,-17.96116504854369,-37.0
RAMANAGARA,4830.0,-10,TotalNPK,4575,-5.279503105590062,-255.0
CHITRADURGA,68575.0,-10,TotalNPK,61754,-9.94677360554138,-6821.0
DAVANAGERE,16592.0,-10,TotalNPK,14809,-10.746142719382835,-1783.0
KOLAR,5810.0,-10,TotalNPK,4000,-31.153184165232357,-1810.0
CHIKKABALLAPURA,7132.0,-10,TotalNPK,5757,-19.279304542905216,-1375.0
SHIVAMOGGA,248.0,-10,TotalNPK,219,-11.693548387096774,-29.0
TUMAKURU,39626.0,-10,TotalNPK,35588,-10.190279109675465,-4038.0
CHIKKAMAGALURU,3909.0,-10,TotalNPK,3305,-15.45152212842159,-604.0
DAKSHINA KANNADA,0.0,-10,TotalNPK,0,,0.0
UDUPI,3623.0,-10,TotalNPK,3534,-2.456527739442451,-89.0
HASSAN,521.0,-10,TotalNPK,490,-5.950095969289827,-31.0
KODAGU,45.0,-10,TotalNPK,34,-24.444444444444443,-11.0
MANDYA,1021.0,-10,TotalNPK,932,-8.71694417238002,-89.0
MYSURU,2170.0,-10,TotalNPK,2042,-5.8986175115207375,-128.0
CHAMARAJANAGAR,8867.0,-10,TotalNPK,8359,-5.729107928273374,-508.0
BELAGAVI,39530.0,-10,TotalNPK,36458,-7.771312926890969,-3072.0
VIJAYAPURA,27528.0,-10,TotalNPK,26351,-4.275646614356292,-1177.0
BAGALKOT,25444.0,-10,TotalNPK,23291,-8.461719855368653,-2153.0
DHARAWAD,21178.0,-10,TotalNPK,19779,-6.605911795259231,-1399.0
GADAG,31332.0,-10,TotalNPK,30157,-3.7501595812587767,-1175.0
HAVERI,18309.0,-10,TotalNPK,17415,-4.8828445027035885,-894.0
UTTARA KANNADA,3825.0,-10,TotalNPK,3673,-3.973856209150327,-152.0
BALLARI,22938.5,-10,TotalNPK,21536,-6.114174858861738,-1402.5
BIDAR,261.0,-10,TotalNPK,243,-6.896551724137931,-18.0
KALABURAGI,3114.0,-10,TotalNPK,2999,-3.692999357739242,-115.0
YADGIRI,31435.0,-10,TotalNPK,28155,-10.43422936217592,-3280.0
RAICHUR,26958.0,-10,TotalNPK,25221,-6.443356332072112,-1737.0
KOPPAL,29982.0,-10,TotalNPK,28670,-4.375958908678541,-1312.0
VIJAYANAGARA,22938.5,-10,TotalNPK,21536,-6.114174858861738,-1402.5
BENGALURU,71.0,-10,AreaUnderOilSeeds_GroundNut,66,-7.042253521126761,-5.0
BENGALURU(R),206.0,-10,AreaUnderOilSeeds_GroundNut,194,-5.825242718446602,-12.0
RAMANAGARA,4830.0,-10,AreaUnderOilSeeds_GroundNut,4607,-4.616977225672878,-223.0
CHITRADURGA,68575.0,-10,AreaUnderOilSeeds_GroundNut,62055,-9.50783813343055,-6520.0
DAVANAGERE,16592.0,-10,AreaUnderOilSeeds_GroundNut,15562,-6.207810993249759,-1030.0
KOLAR,5810.0,-10,AreaUnderOilSeeds_GroundNut,5229,-10.0,-581.0
CHIKKABALLAPURA,7132.0,-10,AreaUnderOilSeeds_GroundNut,5815,-18.466068424004487,-1317.0
SHIVAMOGGA,248.0,-10,AreaUnderOilSeeds_GroundNut,218,-12.096774193548388,-30.0
TUMAKURU,39626.0,-10,AreaUnderOilSeeds_GroundNut,35259,-11.020542068338969,-4367.0
CHIKKAMAGALURU,3909.0,-10,AreaUnderOilSeeds_GroundNut,3502,-10.411870043489383,-407.0
DAKSHINA KANNADA,0.0,-10,AreaUnderOilSeeds_GroundNut,0,,0.0
UDUPI,3623.0,-10,AreaUnderOilSeeds_GroundNut,3496,-3.5053822798785537,-127.0
HASSAN,521.0,-10,AreaUnderOilSeeds_GroundNut,461,-11.516314779270633,-60.0
KODAGU,45.0,-10,AreaUnderOilSeeds_GroundNut,40,-11.11111111111111,-5.0
MANDYA,1021.0,-10,AreaUnderOilSeeds_GroundNut,926,-9.30460333006856,-95.0
MYSURU,2170.0,-10,AreaUnderOilSeeds_GroundNut,2004,-7.649769585253456,-166.0
CHAMARAJANAGAR,8867.0,-10,AreaUnderOilSeeds_GroundNut,8020,-9.552272470959739,-847.0
BELAGAVI,39530.0,-10,AreaUnderOilSeeds_GroundNut,36870,-6.729066531748039,-2660.0
VIJAYAPURA,27528.0,-10,AreaUnderOilSeeds_GroundNut,25766,-6.400755594303982,-1762.0
BAGALKOT,25444.0,-10,AreaUnderOilSeeds_GroundNut,23572,-7.357333752554631,-1872.0
DHARAWAD,21178.0,-10,AreaUnderOilSeeds_GroundNut,18608,-12.135234677495514,-2570.0
GADAG,31332.0,-10,AreaUnderOilSeeds_GroundNut,28405,-9.341886888803778,-2927.0
HAVERI,18309.0,-10,AreaUnderOilSeeds_GroundNut,17044,-6.90917035337812,-1265.0
UTTARA KANNADA,3825.0,-10,AreaUnderOilSeeds_GroundNut,3686,-3.633986928104575,-139.0
BALLARI,22938.5,-10,AreaUnderOilSeeds_GroundNut,20545,-10.43442247749417,-2393.5
BIDAR,261.0,-10,AreaUnderOilSeeds_GroundNut,246,-5.747126436781609,-15.0
KALABURAGI,3114.0,-10,AreaUnderOilSeeds_GroundNut,2930,-5.908798972382788,-184.0
YADGIRI,31435.0,-10,AreaUnderOilSeeds_GroundNut,29567,-5.942420868458724,-1868.0
RAICHUR,26958.0,-10,AreaUnderOilSeeds_GroundNut,25228,-6.417390014096001,-1730.0
KOPPAL,29982.0,-10,AreaUnderOilSeeds_GroundNut,28910,-3.5754786205056366,-1072.0
VIJAYANAGARA,22938.5,-10,AreaUnderOilSeeds_GroundNut,20545,-10.43442247749417,-2393.5
BENGALURU,71.0,-10,MotorVehicles_Tractors,42,-40.845070422535215,-29.0
BENGALURU(R),206.0,-10,MotorVehicles_Tractors,202,-1.9417475728155338,-4.0
