District,Original Maize Production Value,Perturbation,Factor,New Maize Production Values,Percentage Change,Change
DHARAWAD,90634,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,82077,-9.441269280843834,-8557
GADAG,138476,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,114628,-17.221756838730176,-23848
HAVERI,413487,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,363278,-12.142824320958095,-50209
UTTARA KANNADA,24088,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,22737,-5.6086017934241115,-1351
BALLARI,104045,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,78726,-24.33466288625114,-25319
BIDAR,2791,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,2293,-17.843067001074882,-498
KALABURAGI,14621,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,13035,-10.847411257779905,-1586
YADGIRI,2673,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,2453,-8.23045267489712,-220
RAICHUR,723,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,688,-4.840940525587829,-35
KOPPAL,190252,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,159759,-16.02768959064819,-30493
VIJAYANAGARA,104045,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,78726,-24.33466288625114,-25319
