District,KDG_District,Crop,Original Production,New Production,Impact,Stability,Stress,Perturbation,Factor
BENGALURU,Bengaluru Urban,Maize,2879.0,2367,-17.783952761375478,0.9597167401069662,0.04028325989303382,-20,TotalNPK
BENGALURU(R),Bengaluru Rural,Maize,42583.0,39039,-8.3225700396872,0.9843755071682858,0.015624492831714238,-20,TotalNPK
RAMANAGARA,Ramanagara,Maize,10450.0,10190,-2.488038277511962,0.8692483264620834,0.13075167353791659,-20,TotalNPK
CHITRADURGA,Chitradurga,Maize,271975.0,259252,-4.678003492968104,0.5594146865760967,0.44058531342390334,-20,TotalNPK
DAVANAGERE,Davanagere,Maize,593544.0,563549,-5.053542787055383,0.06515882104040749,0.9348411789595925,-20,TotalNPK
KOLAR,Kolar,Maize,1759.0,1501,-14.667424673109721,0.8828696698851158,0.11713033011488412,-20,TotalNPK
CHIKKABALLAPURA,Chikkaballapura,Maize,105491.0,95925,-9.068072157814411,0.8904648481695213,0.10953515183047868,-20,TotalNPK
SHIVAMOGGA,Shivamogga,Maize,226532.0,214362,-5.37230943089718,0.628500438428824,0.3714995615711761,-20,TotalNPK
TUMAKURU,Tumakuru,Maize,66868.0,63663,-4.793025064305796,0.8686790165445751,0.1313209834554249,-20,TotalNPK
CHIKKAMAGALURU,Chikkamagaluru,Maize,61353.0,51834,-15.515133734291723,0.6880650617421247,0.3119349382578753,-20,TotalNPK
DAKSHINA KANNADA,Dakshina Kannada,Maize,0.0,0,,0.8293725293372989,0.17062747066270112,-20,TotalNPK
UDUPI,Udupi,Maize,109.0,106,-2.7522935779816518,0.8279322151486568,0.17206778485134322,-20,TotalNPK
HASSAN,Hassan,Maize,333937.0,314052,-5.954716009307145,0.52337729201494,0.47662270798506007,-20,TotalNPK
KODAGU,Kodagu,Maize,17921.0,13814,-22.917247921432956,0.6508543760785412,0.3491456239214588,-20,TotalNPK
MANDYA,Mandya,Maize,19387.0,17696,-8.722339712178263,0.6678833264417556,0.3321166735582444,-20,TotalNPK
MYSURU,Mysuru,Maize,137154.0,129049,-5.909415693308253,0.5422746918024217,0.45772530819757834,-20,TotalNPK
CHAMARAJANAGAR,Chamarajanagara,Maize,147886.0,139379,-5.752403878663294,0.6421328375842283,0.3578671624157717,-20,TotalNPK
BELAGAVI,Belagavi,Maize,576758.0,520406,-9.770475658768497,0.2611665578143608,0.7388334421856392,-20,TotalNPK
VIJAYAPURA,Vijayapura,Maize,226327.0,214167,-5.372757116914906,0.6181836276803487,0.3818163723196512,-20,TotalNPK
BAGALKOT,Bagalkote,Maize,251699.0,224928,-10.636116949213148,0.624593315125379,0.37540668487462103,-20,TotalNPK
DHARAWAD,Dharwad,Maize,90634.0,83109,-8.302623739435532,0.6353523445915474,0.36464765540845256,-20,TotalNPK
GADAG,Gadag,Maize,138476.0,131951,-4.712007856957162,0.6793031053518566,0.3206968946481435,-20,TotalNPK
HAVERI,Haveri,Maize,413487.0,388127,-6.133203704106779,0.5782805552417449,0.4217194447582551,-20,TotalNPK
UTTARA KANNADA,Uttara Kannada,Maize,24088.0,22891,-4.969279309199601,0.610672882197053,0.38932711780294704,-20,TotalNPK
BALLARI,Ballari,Maize,104045.0,94237,-9.42669037435725,0.7548890657788561,0.24511093422114388,-20,TotalNPK
BIDAR,Bidar,Maize,2791.0,2499,-10.462199928341096,0.9766595348235557,0.023340465176444274,-20,TotalNPK
KALABURAGI,Kalaburagi,Maize,14621.0,13792,-5.6699268175911355,0.8277919450691721,0.1722080549308279,-20,TotalNPK
YADGIRI,Yadgir,Maize,2673.0,2242,-16.1242050130939,0.825891453660231,0.17410854633976902,-20,TotalNPK
RAICHUR,Raichur,Maize,723.0,651,-9.95850622406639,0.23122562926230017,0.7687743707376998,-20,TotalNPK
KOPPAL,Koppal,Maize,190252.0,177418,-6.74578979458823,0.8254204071933641,0.17457959280663596,-20,TotalNPK
VIJAYANAGARA,Vijayanagara,Maize,104045.0,94237,-9.42669037435725,0.6852209544253679,0.3147790455746321,-20,TotalNPK
