District,KDG_District,Original Maize Production Value,Perturbation,Factor,New Maize Production Values,Percentage Change,Change,Initial Stress,Initial Stability,Stress,Stability
CHIKKAMAGALURU,Chikkamagaluru,61353,-10,AreaUnderCereals_Maize,56758,-7.489446318843414,-4595,0.2559670627379171,0.7440329372620829,0.2595269110500058,0.7404730889499942
DAKSHINA KANNADA,Dakshina Kannada,0,-10,AreaUnderCereals_Maize,0,,0,0.17408987370776222,0.8259101262922378,0.17506926389231975,0.8249307361076803
UDUPI,Udupi,109,-10,AreaUnderCereals_Maize,107,-1.834862385321101,-2,0.13121899977086787,0.8687810002291321,0.13254816484006662,0.8674518351599334
HASSAN,Hassan,333937,-10,AreaUnderCereals_Maize,319876,-4.210674468537478,-14061,0.47762227119359874,0.5223777288064013,0.48385204983801394,0.5161479501619861
KODAGU,Kodagu,17921,-10,AreaUnderCereals_Maize,17307,-3.426148094414374,-614,0.23437071781255195,0.7656292821874481,0.23604992331656305,0.763950076683437
MANDYA,Mandya,19387,-10,AreaUnderCereals_Maize,18516,-4.4927012946820035,-871,0.2019597536155702,0.7980402463844298,0.20312776011501626,0.7968722398849837
MYSURU,Mysuru,137154,-10,AreaUnderCereals_Maize,130523,-4.834711346369774,-6631,0.012419045597293538,0.9875809544027064,0.011270154948525235,0.9887298450514748
CHAMARAJANAGAR,Chamarajanagara,147886,-10,AreaUnderCereals_Maize,141026,-4.638708194149547,-6860,0.15537573176265507,0.8446242682373449,0.15635424015866278,0.8436457598413372
BELAGAVI,Belagavi,576758,-10,AreaUnderCereals_Maize,553429,-4.044850699946945,-23329,0.7253265132829243,0.2746734867170757,0.733366980449722,0.26663301955027796
VIJAYAPURA,Vijayapura,226327,-10,AreaUnderCereals_Maize,219175,-3.1600295148170567,-7152,0.09608756890811804,0.903912431091882,0.10012813153652994,0.8998718684634701
BAGALKOT,Bagalkote,251699,-10,AreaUnderCereals_Maize,243820,-3.1303263024485597,-7879,0.04244302023101909,0.9575569797689809,0.04697327009097163,0.9530267299090284
DHARAWAD,Dharwad,90634,-10,AreaUnderCereals_Maize,85138,-6.0639495112209545,-5496,0.33286201191487064,0.6671379880851294,0.3339581448828245,0.6660418551171755
GADAG,Gadag,138476,-10,AreaUnderCereals_Maize,132399,-4.38848609145267,-6077,0.18330281447421884,0.8166971855257812,0.18044230894704413,0.8195576910529558
HAVERI,Haveri,413487,-10,AreaUnderCereals_Maize,383127,-7.342431563749284,-30360,0.38823575000336963,0.6117642499966304,0.3730178899246773,0.6269821100753227
UTTARA KANNADA,Uttara Kannada,24088,-10,AreaUnderCereals_Maize,23274,-3.3792759880438394,-814,0.3999973043279016,0.6000026956720984,0.399559981020183,0.600440018979817
BALLARI,Ballari,104045,-10,AreaUnderCereals_Maize,95175,-8.525157383824308,-8870,0.23687905674582324,0.7631209432541768,0.23983547778693706,0.760164522213063
BIDAR,Bidar,2791,-10,AreaUnderCereals_Maize,2545,-8.81404514510928,-246,0.019931125577884706,0.9800688744221153,0.020627222531246502,0.9793727774687535
KALABURAGI,Kalaburagi,14621,-10,AreaUnderCereals_Maize,14152,-3.2077149305793036,-469,0.1055400554409895,0.8944599445590105,0.1076743267170544,0.8923256732829457
YADGIRI,Yadgir,2673,-10,AreaUnderCereals_Maize,2502,-6.397306397306397,-171,0.13121857857210248,0.8687814214278975,0.13392559366723358,0.8660744063327664
RAICHUR,Raichur,723,-10,AreaUnderCereals_Maize,260,-64.0387275242047,-463,0.25992377987141646,0.7400762201285835,0.2633890347128059,0.7366109652871942
KOPPAL,Koppal,190252,-10,AreaUnderCereals_Maize,181677,-4.507179950802094,-8575,0.11870122518296872,0.8812987748170313,0.12139832202778375,0.8786016779722162
VIJAYANAGARA,Vijayanagara,104045,-10,AreaUnderCereals_Maize,95175,-8.525157383824308,-8870,0.3053716320946721,0.6946283679053279,0.30792087477763586,0.6920791252223641
BENGALURU,Bengaluru Urban,2879,20,TotalNPK,3390,17.749218478638415,511,0.03982434326688501,0.960175656733115,0.03953110759758588,0.9604688924024141
BENGALURU(R),Bengaluru Rural,42583,20,TotalNPK,46126,8.32022168470986,3543,0.008581672125402659,0.9914183278745974,0.009283393538869283,0.9907166064611307
RAMANAGARA,Ramanagara,10450,20,TotalNPK,10709,2.4784688995215314,259,0.07660864232474762,0.9233913576752524,0.07692577423476842,0.9230742257652316
CHITRADURGA,Chitradurga,271975,20,TotalNPK,284697,4.677635812115084,12722,0.14489911447171566,0.8551008855282843,0.13624826056808542,0.8637517394319145
DAVANAGERE,Davanagere,593544,20,TotalNPK,623538,5.05337430754923,29994,0.6682534628154498,0.33174653718455016,0.6529704995506302,0.34702950044936975
KOLAR,Kolar,1759,20,TotalNPK,2016,14.610574189880616,257,0.12177361745717251,0.8782263825428275,0.12410975045371335,0.8758902495462867
CHIKKABALLAPURA,Chikkaballapura,105491,20,TotalNPK,115056,9.067124209648217,9565,0.11527536290485627,0.8847246370951437,0.11949179893720249,0.8805082010627975
SHIVAMOGGA,Shivamogga,226532,20,TotalNPK,238701,5.371867992160048,12169,0.013504980254201882,0.9864950197457981,0.011010742226062242,0.9889892577739378
TUMAKURU,Tumakuru,66868,20,TotalNPK,70072,4.791529580666388,3204,0.09076231681463982,0.9092376831853601,0.09293209045700324,0.9070679095429968
CHIKKAMAGALURU,Chikkamagaluru,61353,20,TotalNPK,70871,15.513503822143987,9518,0.2559670627379171,0.7440329372620829,0.24253169675363956,0.7574683032463605
DAKSHINA KANNADA,Dakshina Kannada,0,20,TotalNPK,0,,0,0.17408987370776222,0.8259101262922378,0.17644276104114773,0.8235572389588522
UDUPI,Udupi,109,20,TotalNPK,111,1.834862385321101,2,0.13121899977086787,0.8687810002291321,0.1320515108772739,0.867948489122726
HASSAN,Hassan,333937,20,TotalNPK,353821,5.954416551625007,19884,0.47762227119359874,0.5223777288064013,0.4721727748828927,0.5278272251171072
KODAGU,Kodagu,17921,20,TotalNPK,22027,22.91166787567658,4106,0.23437071781255195,0.7656292821874481,0.2279744351551892,0.7720255648448108
MANDYA,Mandya,19387,20,TotalNPK,21077,8.71718161654717,1690,0.2019597536155702,0.7980402463844298,0.1992917491300866,0.8007082508699134
MYSURU,Mysuru,137154,20,TotalNPK,145258,5.908686585881564,8104,0.012419045597293538,0.9875809544027064,0.010944008061802957,0.989055991938197
CHAMARAJANAGAR,Chamarajanagara,147886,20,TotalNPK,156392,5.751727682133535,8506,0.15537573176265507,0.8446242682373449,0.15380816468148978,0.8461918353185103
BELAGAVI,Belagavi,576758,20,TotalNPK,633109,9.770302275824523,56351,0.7253265132829243,0.2746734867170757,0.7518920122759272,0.24810798772407283
VIJAYAPURA,Vijayapura,226327,20,TotalNPK,238486,5.372315278336213,12159,0.09608756890811804,0.903912431091882,0.08261010347349351,0.9173898965265065
BAGALKOT,Bagalkote,251699,20,TotalNPK,278469,10.635719649263605,26770,0.04244302023101909,0.9575569797689809,0.05429428423857502,0.945705715761425
DHARAWAD,Dharwad,90634,20,TotalNPK,98158,8.301520400732617,7524,0.33286201191487064,0.6671379880851294,0.3354900183064844,0.6645099816935156
GADAG,Gadag,138476,20,TotalNPK,145000,4.711285710159161,6524,0.18330281447421884,0.8166971855257812,0.19503998747225432,0.8049600125277456
HAVERI,Haveri,413487,20,TotalNPK,438846,6.132961858534851,25359,0.38823575000336963,0.6117642499966304,0.3866490604303524,0.6133509395696476
UTTARA KANNADA,Uttara Kannada,24088,20,TotalNPK,25284,4.965127864496845,1196,0.3999973043279016,0.6000026956720984,0.4051450856013735,0.5948549143986265
BALLARI,Ballari,104045,20,TotalNPK,113852,9.425729251766063,9807,0.23687905674582324,0.7631209432541768,0.2285429071906598,0.7714570928093402
BIDAR,Bidar,2791,20,TotalNPK,3082,10.426370476531709,291,0.019931125577884706,0.9800688744221153,0.01953376116908779,0.9804662388309122
KALABURAGI,Kalaburagi,14621,20,TotalNPK,15449,5.663087340127214,828,0.1055400554409895,0.8944599445590105,0.10441803859998831,0.8955819614000117
YADGIRI,Yadgir,2673,20,TotalNPK,3103,16.086793864571643,430,0.13121857857210248,0.8687814214278975,0.1292141900789069,0.8707858099210931
RAICHUR,Raichur,723,20,TotalNPK,794,9.820193637621024,71,0.25992377987141646,0.7400762201285835,0.26315373813987797,0.736846261860122
KOPPAL,Koppal,190252,20,TotalNPK,203085,6.745264175935076,12833,0.11870122518296872,0.8812987748170313,0.11481687987376582,0.8851831201262341
VIJAYANAGARA,Vijayanagara,104045,20,TotalNPK,113852,9.425729251766063,9807,0.3053716320946721,0.6946283679053279,0.296396039228632,0.703603960771368
BENGALURU,Bengaluru Urban,2879,20,LivestockCensus_2012_Cattle,3175,10.281347690170199,296,0.03982434326688501,0.960175656733115,0.04182022762373809,0.958179772376262
BENGALURU(R),Bengaluru Rural,42583,20,LivestockCensus_2012_Cattle,45479,6.8008360143719315,2896,0.008581672125402659,0.9914183278745974,0.008574004229002466,0.9914259957709975
RAMANAGARA,Ramanagara,10450,20,LivestockCensus_2012_Cattle,11344,8.555023923444976,894,0.07660864232474762,0.9233913576752524,0.07979988466356892,0.9202001153364311
CHITRADURGA,Chitradurga,271975,20,LivestockCensus_2012_Cattle,281670,3.564665870024818,9695,0.14489911447171566,0.8551008855282843,0.15049448837687174,0.8495055116231283
DAVANAGERE,Davanagere,593544,20,LivestockCensus_2012_Cattle,603452,1.6692949469626512,9908,0.6682534628154498,0.33174653718455016,0.6618433059575022,0.3381566940424978
KOLAR,Kolar,1759,20,LivestockCensus_2012_Cattle,2022,14.951677089255258,263,0.12177361745717251,0.8782263825428275,0.12856200658875933,0.8714379934112406
CHIKKABALLAPURA,Chikkaballapura,105491,20,LivestockCensus_2012_Cattle,113727,7.807301096776029,8236,0.11527536290485627,0.8847246370951437,0.1228614703406402,0.8771385296593598
SHIVAMOGGA,Shivamogga,226532,20,LivestockCensus_2012_Cattle,238645,5.347147422880653,12113,0.013504980254201882,0.9864950197457981,0.024001246163737944,0.975998753836262
TUMAKURU,Tumakuru,66868,20,LivestockCensus_2012_Cattle,71257,6.563677693366035,4389,0.09076231681463982,0.9092376831853601,0.09262708550141521,0.9073729144985848
CHIKKAMAGALURU,Chikkamagaluru,61353,20,LivestockCensus_2012_Cattle,66046,7.649177709321467,4693,0.2559670627379171,0.7440329372620829,0.25667208943592157,0.7433279105640784
DAKSHINA KANNADA,Dakshina Kannada,0,20,LivestockCensus_2012_Cattle,0,,0,0.17408987370776222,0.8259101262922378,0.18078032718426654,0.8192196728157335
UDUPI,Udupi,109,20,LivestockCensus_2012_Cattle,119,9.174311926605505,10,0.13121899977086787,0.8687810002291321,0.1370912682367446,0.8629087317632553
HASSAN,Hassan,333937,20,LivestockCensus_2012_Cattle,351404,5.23062733389831,17467,0.47762227119359874,0.5223777288064013,0.4937280291832104,0.5062719708167895
KODAGU,Kodagu,17921,20,LivestockCensus_2012_Cattle,18800,4.904860219853803,879,0.23437071781255195,0.7656292821874481,0.24264675014196105,0.757353249858039
MANDYA,Mandya,19387,20,LivestockCensus_2012_Cattle,20401,5.230308969928302,1014,0.2019597536155702,0.7980402463844298,0.2099447843407595,0.7900552156592405
MYSURU,Mysuru,137154,20,LivestockCensus_2012_Cattle,144273,5.190515770593639,7119,0.012419045597293538,0.9875809544027064,0.012139325083022318,0.9878606749169777
CHAMARAJANAGAR,Chamarajanagara,147886,20,LivestockCensus_2012_Cattle,157185,6.287951530232746,9299,0.15537573176265507,0.8446242682373449,0.16324800205042544,0.8367519979495746
BELAGAVI,Belagavi,576758,20,LivestockCensus_2012_Cattle,595155,3.1897260202719337,18397,0.7253265132829243,0.2746734867170757,0.7356833683540696,0.26431663164593044
VIJAYAPURA,Vijayapura,226327,20,LivestockCensus_2012_Cattle,231950,2.4844583279944503,5623,0.09608756890811804,0.903912431091882,0.09454041083632164,0.9054595891636783
BAGALKOT,Bagalkote,251699,20,LivestockCensus_2012_Cattle,260441,3.473196158904088,8742,0.04244302023101909,0.9575569797689809,0.045459125166541825,0.9545408748334582
DHARAWAD,Dharwad,90634,20,LivestockCensus_2012_Cattle,94500,4.265507425469471,3866,0.33286201191487064,0.6671379880851294,0.33589415562463965,0.6641058443753604
GADAG,Gadag,138476,20,LivestockCensus_2012_Cattle,142439,2.86186776047835,3963,0.18330281447421884,0.8166971855257812,0.1860214234106441,0.8139785765893559
HAVERI,Haveri,413487,20,LivestockCensus_2012_Cattle,424493,2.66175236464508,11006,0.38823575000336963,0.6117642499966304,0.391131594322569,0.608868405677431
UTTARA KANNADA,Uttara Kannada,24088,20,LivestockCensus_2012_Cattle,26697,10.831119229491863,2609,0.3999973043279016,0.6000026956720984,0.40415045438576724,0.5958495456142328
BALLARI,Ballari,104045,20,LivestockCensus_2012_Cattle,106757,2.6065644672978037,2712,0.23687905674582324,0.7631209432541768,0.23839296959114276,0.7616070304088572
BIDAR,Bidar,2791,20,LivestockCensus_2012_Cattle,3065,9.817269795772125,274,0.019931125577884706,0.9800688744221153,0.020341303036529833,0.9796586969634702
KALABURAGI,Kalaburagi,14621,20,LivestockCensus_2012_Cattle,15340,4.917584296559743,719,0.1055400554409895,0.8944599445590105,0.10595264135893713,0.8940473586410629
YADGIRI,Yadgir,2673,20,LivestockCensus_2012_Cattle,2817,5.387205387205387,144,0.13121857857210248,0.8687814214278975,0.13234026898576853,0.8676597310142314
RAICHUR,Raichur,723,20,LivestockCensus_2012_Cattle,744,2.904564315352697,21,0.25992377987141646,0.7400762201285835,0.2628212351603773,0.7371787648396226
KOPPAL,Koppal,190252,20,LivestockCensus_2012_Cattle,194755,2.3668607951558984,4503,0.11870122518296872,0.8812987748170313,0.11819896197212038,0.8818010380278796
VIJAYANAGARA,Vijayanagara,104045,20,LivestockCensus_2012_Cattle,106757,2.6065644672978037,2712,0.3053716320946721,0.6946283679053279,0.3074047314450859,0.6925952685549142
BENGALURU,Bengaluru Urban,2879,20,AreaUnderCereals_Maize,3280,13.928447377561653,401,0.03982434326688501,0.960175656733115,0.040037452840555286,0.9599625471594447
BENGALURU(R),Bengaluru Rural,42583,20,AreaUnderCereals_Maize,47871,12.418101120165325,5288,0.008581672125402659,0.9914183278745974,0.006362099068410176,0.9936379009315899
RAMANAGARA,Ramanagara,10450,20,AreaUnderCereals_Maize,11156,6.755980861244019,706,0.07660864232474762,0.9233913576752524,0.07740284238672576,0.9225971576132742
CHITRADURGA,Chitradurga,271975,20,AreaUnderCereals_Maize,304769,12.057725893924074,32794,0.14489911447171566,0.8551008855282843,0.14621991868429723,0.8537800813157028
DAVANAGERE,Davanagere,593544,20,AreaUnderCereals_Maize,655224,10.391815939509117,61680,0.6682534628154498,0.33174653718455016,0.6603695835317387,0.3396304164682613
KOLAR,Kolar,1759,20,AreaUnderCereals_Maize,1986,12.90505969300739,227,0.12177361745717251,0.8782263825428275,0.13011657082158162,0.8698834291784183
CHIKKABALLAPURA,Chikkaballapura,105491,20,AreaUnderCereals_Maize,126612,20.02161321818923,21121,0.11527536290485627,0.8847246370951437,0.12947277063518225,0.8705272293648177
SHIVAMOGGA,Shivamogga,226532,20,AreaUnderCereals_Maize,242121,6.881588473151696,15589,0.013504980254201882,0.9864950197457981,0.004636887537697032,0.995363112462303
TUMAKURU,Tumakuru,66868,20,AreaUnderCereals_Maize,75478,12.87611413531136,8610,0.09076231681463982,0.9092376831853601,0.09065340359065864,0.9093465964093413
CHIKKAMAGALURU,Chikkamagaluru,61353,20,AreaUnderCereals_Maize,70541,14.975632813391357,9188,0.2559670627379171,0.7440329372620829,0.24985435733210543,0.7501456426678945
DAKSHINA KANNADA,Dakshina Kannada,0,20,AreaUnderCereals_Maize,0,,0,0.17408987370776222,0.8259101262922378,0.1724055437529761,0.8275944562470239
UDUPI,Udupi,109,20,AreaUnderCereals_Maize,111,1.834862385321101,2,0.13121899977086787,0.8687810002291321,0.1289379662527624,0.8710620337472376
HASSAN,Hassan,333937,20,AreaUnderCereals_Maize,362058,8.42104947939282,28121,0.47762227119359874,0.5223777288064013,0.4669242884876012,0.5330757115123987
KODAGU,Kodagu,17921,20,AreaUnderCereals_Maize,19147,6.841136097315998,1226,0.23437071781255195,0.7656292821874481,0.231489282036881,0.768510717963119
MANDYA,Mandya,19387,20,AreaUnderCereals_Maize,21127,8.975086398101821,1740,0.2019597536155702,0.7980402463844298,0.1999551298487235,0.8000448701512766
MYSURU,Mysuru,137154,20,AreaUnderCereals_Maize,150415,9.668693585312859,13261,0.012419045597293538,0.9875809544027064,0.014393169358875718,0.9856068306411243
CHAMARAJANAGAR,Chamarajanagara,147886,20,AreaUnderCereals_Maize,161605,9.276740191769337,13719,0.15537573176265507,0.8446242682373449,0.15369654754201106,0.8463034524579889
BELAGAVI,Belagavi,576758,20,AreaUnderCereals_Maize,623414,8.089354634005943,46656,0.7253265132829243,0.2746734867170757,0.711517587878344,0.28848241212165604
VIJAYAPURA,Vijayapura,226327,20,AreaUnderCereals_Maize,240629,6.3191753524767265,14302,0.09608756890811804,0.903912431091882,0.08914722293444677,0.9108527770655532
BAGALKOT,Bagalkote,251699,20,AreaUnderCereals_Maize,267456,6.260255304947576,15757,0.04244302023101909,0.9575569797689809,0.03466356543716348,0.9653364345628366
DHARAWAD,Dharwad,90634,20,AreaUnderCereals_Maize,101625,12.126795683738994,10991,0.33286201191487064,0.6671379880851294,0.3309791765869382,0.6690208234130618
GADAG,Gadag,138476,20,AreaUnderCereals_Maize,150628,8.775527889309338,12152,0.18330281447421884,0.8166971855257812,0.18821742095614857,0.8117825790438514
HAVERI,Haveri,413487,20,AreaUnderCereals_Maize,474205,14.68437943635471,60718,0.38823575000336963,0.6117642499966304,0.4143738847870565,0.5856261152129435
UTTARA KANNADA,Uttara Kannada,24088,20,AreaUnderCereals_Maize,25715,6.754400531384921,1627,0.3999973043279016,0.6000026956720984,0.4007487515719815,0.5992512484280186
BALLARI,Ballari,104045,20,AreaUnderCereals_Maize,121784,17.049353645057426,17739,0.23687905674582324,0.7631209432541768,0.23180055326771562,0.7681994467322844
BIDAR,Bidar,2791,20,AreaUnderCereals_Maize,3282,17.59226083840917,491,0.019931125577884706,0.9800688744221153,0.01873405125575376,0.9812659487442462
KALABURAGI,Kalaburagi,14621,20,AreaUnderCereals_Maize,15557,6.401750906230765,936,0.1055400554409895,0.8944599445590105,0.10187559267263306,0.898124407327367
YADGIRI,Yadgir,2673,20,AreaUnderCereals_Maize,3014,12.757201646090536,341,0.13121857857210248,0.8687814214278975,0.12656791163530845,0.8734320883646916
RAICHUR,Raichur,723,20,AreaUnderCereals_Maize,1647,127.80082987551866,924,0.25992377987141646,0.7400762201285835,0.2539736029205279,0.746026397079472
KOPPAL,Koppal,190252,20,AreaUnderCereals_Maize,207400,9.013308664297877,17148,0.11870122518296872,0.8812987748170313,0.11406816600124539,0.8859318339987546
VIJAYANAGARA,Vijayanagara,104045,20,AreaUnderCereals_Maize,121784,17.049353645057426,17739,0.3053716320946721,0.6946283679053279,0.300992739378696,0.699007260621304
BENGALURU,Bengaluru Urban,2879,-20,TotalNPK,2367,-17.783952761375478,-512,0.03982434326688501,0.960175656733115,0.039477489978688635,0.9605225100213114
BENGALURU(R),Bengaluru Rural,42583,-20,TotalNPK,39039,-8.3225700396872,-3544,0.008581672125402659,0.9914183278745974,0.00764760473357242,0.9923523952664276
RAMANAGARA,Ramanagara,10450,-20,TotalNPK,10190,-2.488038277511962,-260,0.07660864232474762,0.9233913576752524,0.07495142392232088,0.9250485760776791
CHITRADURGA,Chitradurga,271975,-20,TotalNPK,259252,-4.678003492968104,-12723,0.14489911447171566,0.8551008855282843,0.1521571327426719,0.8478428672573282
DAVANAGERE,Davanagere,593544,-20,TotalNPK,563549,-5.053542787055383,-29995,0.6682534628154498,0.33174653718455016,0.6740747772894047,0.3259252227105953
KOLAR,Kolar,1759,-20,TotalNPK,1501,-14.667424673109721,-258,0.12177361745717251,0.8782263825428275,0.11708121210400516,0.8829187878959949
CHIKKABALLAPURA,Chikkaballapura,105491,-20,TotalNPK,95925,-9.068072157814411,-9566,0.11527536290485627,0.8847246370951437,0.10858091606349524,0.8914190839365048
SHIVAMOGGA,Shivamogga,226532,-20,TotalNPK,214362,-5.37230943089718,-12170,0.013504980254201882,0.9864950197457981,0.01607775011578405,0.983922249884216
TUMAKURU,Tumakuru,66868,-20,TotalNPK,63663,-4.793025064305796,-3205,0.09076231681463982,0.9092376831853601,0.08678342838992584,0.9132165716100742
CHIKKAMAGALURU,Chikkamagaluru,61353,-20,TotalNPK,51834,-15.515133734291723,-9519,0.2559670627379171,0.7440329372620829,0.2667142900237095,0.7332857099762905
DAKSHINA KANNADA,Dakshina Kannada,0,-20,TotalNPK,0,,0,0.17408987370776222,0.8259101262922378,0.16848845442011257,0.8315115455798874
UDUPI,Udupi,109,-20,TotalNPK,106,-2.7522935779816518,-3,0.13121899977086787,0.8687810002291321,0.1280558567223081,0.8719441432776919
HASSAN,Hassan,333937,-20,TotalNPK,314052,-5.954716009307145,-19885,0.47762227119359874,0.5223777288064013,0.47563329305289637,0.5243667069471036
KODAGU,Kodagu,17921,-20,TotalNPK,13814,-22.917247921432956,-4107,0.23437071781255195,0.7656292821874481,0.23757709326666068,0.7624229067333393
MANDYA,Mandya,19387,-20,TotalNPK,17696,-8.722339712178263,-1691,0.2019597536155702,0.7980402463844298,0.20152746256314893,0.7984725374368511
MYSURU,Mysuru,137154,-20,TotalNPK,129049,-5.909415693308253,-8105,0.012419045597293538,0.9875809544027064,0.013865253953072393,0.9861347460469276
CHAMARAJANAGAR,Chamarajanagara,147886,-20,TotalNPK,139379,-5.752403878663294,-8507,0.15537573176265507,0.8446242682373449,0.15449824830375591,0.8455017516962441
BELAGAVI,Belagavi,576758,-20,TotalNPK,520406,-9.770475658768497,-56352,0.7253265132829243,0.2746734867170757,0.68316472924271,0.31683527075729
VIJAYAPURA,Vijayapura,226327,-20,TotalNPK,214167,-5.372757116914906,-12160,0.09608756890811804,0.903912431091882,0.10959685848080652,0.8904031415191935
BAGALKOT,Bagalkote,251699,-20,TotalNPK,224928,-10.636116949213148,-26771,0.04244302023101909,0.9575569797689809,0.028408177461054895,0.971591822538945
DHARAWAD,Dharwad,90634,-20,TotalNPK,83109,-8.302623739435532,-7525,0.33286201191487064,0.6671379880851294,0.32425707436265516,0.6757429256373448
GADAG,Gadag,138476,-20,TotalNPK,131951,-4.712007856957162,-6525,0.18330281447421884,0.8166971855257812,0.16700411144372534,0.8329958885562747
HAVERI,Haveri,413487,-20,TotalNPK,388127,-6.133203704106779,-25360,0.38823575000336963,0.6117642499966304,0.38342539867873077,0.6165746013212692
UTTARA KANNADA,Uttara Kannada,24088,-20,TotalNPK,22891,-4.969279309199601,-1197,0.3999973043279016,0.6000026956720984,0.38742150194570485,0.6125784980542952
BALLARI,Ballari,104045,-20,TotalNPK,94237,-9.42669037435725,-9808,0.23687905674582324,0.7631209432541768,0.24222155355739125,0.7577784464426087
BIDAR,Bidar,2791,-20,TotalNPK,2499,-10.462199928341096,-292,0.019931125577884706,0.9800688744221153,0.020039073798374232,0.9799609262016258
KALABURAGI,Kalaburagi,14621,-20,TotalNPK,13792,-5.6699268175911355,-829,0.1055400554409895,0.8944599445590105,0.10500831930024423,0.8949916806997558
YADGIRI,Yadgir,2673,-20,TotalNPK,2242,-16.1242050130939,-431,0.13121857857210248,0.8687814214278975,0.13124206294986476,0.8687579370501353
RAICHUR,Raichur,723,-20,TotalNPK,651,-9.95850622406639,-72,0.25992377987141646,0.7400762201285835,0.2518812028767685,0.7481187971232315
KOPPAL,Koppal,190252,-20,TotalNPK,177418,-6.74578979458823,-12834,0.11870122518296872,0.8812987748170313,0.1210492787672412,0.8789507212327587
VIJAYANAGARA,Vijayanagara,104045,-20,TotalNPK,94237,-9.42669037435725,-9808,0.3053716320946721,0.6946283679053279,0.31026938207680255,0.6897306179231975
BENGALURU,Bengaluru Urban,2879,-20,LivestockCensus_2012_Cattle,2582,-10.31608197290726,-297,0.03982434326688501,0.960175656733115,0.03776075800800158,0.9622392419919984
BENGALURU(R),Bengaluru Rural,42583,-20,LivestockCensus_2012_Cattle,39686,-6.80318436934927,-2897,0.008581672125402659,0.9914183278745974,0.008589615084770436,0.9914103849152296
RAMANAGARA,Ramanagara,10450,-20,LivestockCensus_2012_Cattle,9555,-8.564593301435407,-895,0.07660864232474762,0.9233913576752524,0.07330917439838255,0.9266908256016174
CHITRADURGA,Chitradurga,271975,-20,LivestockCensus_2012_Cattle,262279,-3.5650335508778377,-9696,0.14489911447171566,0.8551008855282843,0.13911400104517374,0.8608859989548263
DAVANAGERE,Davanagere,593544,-20,LivestockCensus_2012_Cattle,583635,-1.6694634264688042,-9909,0.6682534628154498,0.33174653718455016,0.6748824179495747,0.3251175820504253
KOLAR,Kolar,1759,-20,LivestockCensus_2012_Cattle,1495,-15.008527572484365,-264,0.12177361745717251,0.8782263825428275,0.11475494101621733,0.8852450589837827
CHIKKABALLAPURA,Chikkaballapura,105491,-20,LivestockCensus_2012_Cattle,97254,-7.808249044942222,-8237,0.11527536290485627,0.8847246370951437,0.10743187094673898,0.892568129053261
SHIVAMOGGA,Shivamogga,226532,-20,LivestockCensus_2012_Cattle,214418,-5.347588861617784,-12114,0.013504980254201882,0.9864950197457981,0.0026523426456604438,0.9973476573543396
TUMAKURU,Tumakuru,66868,-20,LivestockCensus_2012_Cattle,62478,-6.565173177005444,-4390,0.09076231681463982,0.9092376831853601,0.0888343864621847,0.9111656135378153
CHIKKAMAGALURU,Chikkamagaluru,61353,-20,LivestockCensus_2012_Cattle,56659,-7.650807621469202,-4694,0.2559670627379171,0.7440329372620829,0.255238780597952,0.744761219402048
DAKSHINA KANNADA,Dakshina Kannada,0,-20,LivestockCensus_2012_Cattle,0,,0,0.17408987370776222,0.8259101262922378,0.1671708345112956,0.8328291654887043
UDUPI,Udupi,109,-20,LivestockCensus_2012_Cattle,98,-10.091743119266056,-11,0.13121899977086787,0.8687810002291321,0.12514799489406908,0.874852005105931
HASSAN,Hassan,333937,-20,LivestockCensus_2012_Cattle,316469,-5.230926791580448,-17468,0.47762227119359874,0.5223777288064013,0.46097018399056494,0.5390298160094351
KODAGU,Kodagu,17921,-20,LivestockCensus_2012_Cattle,17041,-4.910440265610179,-880,0.23437071781255195,0.7656292821874481,0.22581465013807145,0.7741853498619286
MANDYA,Mandya,19387,-20,LivestockCensus_2012_Cattle,18372,-5.235467065559395,-1015,0.2019597536155702,0.7980402463844298,0.19370394167587618,0.8062960583241239
MYSURU,Mysuru,137154,-20,LivestockCensus_2012_Cattle,130034,-5.191244878020328,-7120,0.012419045597293538,0.9875809544027064,0.012708285143968379,0.9872917148560316
CHAMARAJANAGAR,Chamarajanagara,147886,-20,LivestockCensus_2012_Cattle,138586,-6.288627726762506,-9300,0.15537573176265507,0.8446242682373449,0.14723642916091967,0.8527635708390804
BELAGAVI,Belagavi,576758,-20,LivestockCensus_2012_Cattle,558360,-3.1898994032159065,-18398,0.7253265132829243,0.2746734867170757,0.7146192397645789,0.28538076023542114
VIJAYAPURA,Vijayapura,226327,-20,LivestockCensus_2012_Cattle,220703,-2.4849001665731443,-5624,0.09608756890811804,0.903912431091882,0.09768742450332829,0.9023125754966717
BAGALKOT,Bagalkote,251699,-20,LivestockCensus_2012_Cattle,242956,-3.473593458853631,-8743,0.04244302023101909,0.9575569797689809,0.039324577861163224,0.9606754221388367
DHARAWAD,Dharwad,90634,-20,LivestockCensus_2012_Cattle,86767,-4.266610764172386,-3867,0.33286201191487064,0.6671379880851294,0.32972748378695593,0.6702725162130441
GADAG,Gadag,138476,-20,LivestockCensus_2012_Cattle,134512,-2.862589907276351,-3964,0.18330281447421884,0.8166971855257812,0.1804922107628422,0.8195077892371578
