District,KDG_District,Original Groundnut Production Value,Perturbation,Factor,New Groundnut Production Values,Percentage Change,Change,Initial Stress,Initial Stability,Stress,Stability
DAKSHINA KANNADA,Dakshina Kannada,0.0,-10,LivestockCensus_2012_Sheep,0,,0.0,0.02952242070725483,0.9704775792927451,0.029918293639633504,0.9700817063603665
UDUPI,Udupi,3623.0,-10,LivestockCensus_2012_Sheep,3622,-0.02760143527463428,-1.0,0.023733138899015675,0.9762668611009844,0.02411965837268166,0.9758803416273183
HASSAN,Hassan,521.0,-10,LivestockCensus_2012_Sheep,520,-0.19193857965451055,-1.0,0.10607607242678335,0.8939239275732167,0.10605051387182561,0.8939494861281744
KODAGU,Kodagu,45.0,-10,LivestockCensus_2012_Sheep,44,-2.2222222222222223,-1.0,0.012424352898286549,0.9875756471017134,0.012591463264208567,0.9874085367357914
MANDYA,Mandya,1021.0,-10,LivestockCensus_2012_Sheep,1014,-0.6856023506366308,-7.0,0.14847685016405396,0.851523149835946,0.14871149661777114,0.8512885033822288
MYSURU,Mysuru,2170.0,-10,LivestockCensus_2012_Sheep,2164,-0.2764976958525346,-6.0,0.006467371491068172,0.9935326285089319,0.006494323480217293,0.9935056765197827
CHAMARAJANAGAR,Chamarajanagara,8867.0,-10,LivestockCensus_2012_Sheep,8833,-0.38344423141987144,-34.0,0.09031474055170738,0.9096852594482926,0.09138185388573936,0.9086181461142606
BELAGAVI,Belagavi,39530.0,-10,LivestockCensus_2012_Sheep,39325,-0.518593473311409,-205.0,0.2576536638716733,0.7423463361283267,0.2603531727823089,0.739646827217691
VIJAYAPURA,Vijayapura,27528.0,-10,LivestockCensus_2012_Sheep,27426,-0.37053182214472535,-102.0,0.032545388261028096,0.967454611738972,0.034429165618200364,0.9655708343817997
BAGALKOT,Bagalkote,25444.0,-10,LivestockCensus_2012_Sheep,25161,-1.1122465021223078,-283.0,0.0819832300401021,0.9180167699598979,0.08483843751387671,0.9151615624861233
DHARAWAD,Dharwad,21178.0,-10,LivestockCensus_2012_Sheep,21135,-0.20304089149117008,-43.0,0.030200510390083868,0.9697994896099161,0.029592652348317816,0.9704073476516821
GADAG,Gadag,31332.0,-10,LivestockCensus_2012_Sheep,31133,-0.6351334099323375,-199.0,0.08125410134888805,0.9187458986511119,0.08250777627174549,0.9174922237282546
HAVERI,Haveri,18309.0,-10,LivestockCensus_2012_Sheep,18255,-0.2949369162706866,-54.0,0.0189802614447164,0.9810197385552836,0.020411788214745652,0.9795882117852543
UTTARA KANNADA,Uttara Kannada,3825.0,-10,LivestockCensus_2012_Sheep,3824,-0.026143790849673207,-1.0,0.18596573095151295,0.8140342690484871,0.18787726283692774,0.8121227371630723
BALLARI,Ballari,22938.5,-10,LivestockCensus_2012_Sheep,22618,-1.3972142903851603,-320.5,0.11273787823550857,0.8872621217644914,0.1149788650343721,0.8850211349656278
BIDAR,Bidar,261.0,-10,LivestockCensus_2012_Sheep,259,-0.7662835249042145,-2.0,0.04160408312067079,0.9583959168793292,0.04220015097914415,0.9577998490208558
KALABURAGI,Kalaburagi,3114.0,-10,LivestockCensus_2012_Sheep,3110,-0.12845215157353884,-4.0,0.24246931583424478,0.7575306841657552,0.24413228930761754,0.7558677106923825
YADGIRI,Yadgir,31435.0,-10,LivestockCensus_2012_Sheep,31125,-0.986161921425163,-310.0,0.17841779074006564,0.8215822092599343,0.17791856007341733,0.8220814399265827
RAICHUR,Raichur,26958.0,-10,LivestockCensus_2012_Sheep,26779,-0.6639958453891238,-179.0,0.007400656215822088,0.9925993437841779,0.00661643896446068,0.9933835610355393
KOPPAL,Koppal,29982.0,-10,LivestockCensus_2012_Sheep,29800,-0.6070308851977854,-182.0,0.0592023332118119,0.9407976667881881,0.061253126896490484,0.9387468731035096
VIJAYANAGARA,Vijayanagara,22938.5,-10,LivestockCensus_2012_Sheep,22618,-1.3972142903851603,-320.5,0.12175841536031112,0.8782415846396889,0.12387690759188263,0.8761230924081174
BENGALURU,Bengaluru Urban,71.0,-10,MotorVehicles_Tractors,65,-8.450704225352112,-6.0,0.03568355814801312,0.9643164418519868,0.035422262454182556,0.9645777375458174
BENGALURU(R),Bengaluru Rural,206.0,-10,MotorVehicles_Tractors,205,-0.48543689320388345,-1.0,0.16460517681370762,0.8353948231862924,0.16239037203021353,0.8376096279697864
RAMANAGARA,Ramanagara,4830.0,-10,MotorVehicles_Tractors,4699,-2.7122153209109734,-131.0,0.07478235508567264,0.9252176449143273,0.07501446866606316,0.9249855313339368
CHITRADURGA,Chitradurga,68575.0,-10,MotorVehicles_Tractors,67387,-1.7324097703244623,-1188.0,0.6908377688662048,0.30916223113379515,0.6926410138454004,0.30735898615459956
DAVANAGERE,Davanagere,16592.0,-10,MotorVehicles_Tractors,16397,-1.17526518804243,-195.0,0.09081540891967432,0.9091845910803257,0.0886545871854611,0.9113454128145388
KOLAR,Kolar,5810.0,-10,MotorVehicles_Tractors,5348,-7.951807228915662,-462.0,0.031221290557783443,0.9687787094422166,0.026303292919999402,0.9736967070800006
CHIKKABALLAPURA,Chikkaballapura,7132.0,-10,MotorVehicles_Tractors,6946,-2.607964105440269,-186.0,0.11785636164783082,0.8821436383521691,0.11573448884799738,0.8842655111520026
SHIVAMOGGA,Shivamogga,248.0,-10,MotorVehicles_Tractors,244,-1.6129032258064515,-4.0,0.13129566168428727,0.8687043383157127,0.1319542344962678,0.8680457655037321
TUMAKURU,Tumakuru,39626.0,-10,MotorVehicles_Tractors,38682,-2.382274264371877,-944.0,0.39828758918806306,0.6017124108119369,0.39475396907839366,0.6052460309216063
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-10,MotorVehicles_Tractors,3807,-2.609363008442057,-102.0,0.21211811884797666,0.7878818811520234,0.21231733971579936,0.7876826602842006
DAKSHINA KANNADA,Dakshina Kannada,0.0,-10,MotorVehicles_Tractors,0,,0.0,0.02952242070725483,0.9704775792927451,0.029460430053274367,0.9705395699467256
UDUPI,Udupi,3623.0,-10,MotorVehicles_Tractors,3578,-1.2420645873585427,-45.0,0.023733138899015675,0.9762668611009844,0.02403282532239156,0.9759671746776084
HASSAN,Hassan,521.0,-10,MotorVehicles_Tractors,513,-1.5355086372360844,-8.0,0.10607607242678335,0.8939239275732167,0.1053665148075049,0.8946334851924951
KODAGU,Kodagu,45.0,-10,MotorVehicles_Tractors,43,-4.444444444444445,-2.0,0.012424352898286549,0.9875756471017134,0.012485098510593042,0.9875149014894069
MANDYA,Mandya,1021.0,-10,MotorVehicles_Tractors,1008,-1.2732615083251715,-13.0,0.14847685016405396,0.851523149835946,0.14781486043302122,0.8521851395669788
MYSURU,Mysuru,2170.0,-10,MotorVehicles_Tractors,2140,-1.3824884792626728,-30.0,0.006467371491068172,0.9935326285089319,0.006729784676569671,0.9932702153234303
CHAMARAJANAGAR,Chamarajanagara,8867.0,-10,MotorVehicles_Tractors,8810,-0.6428329762039021,-57.0,0.09031474055170738,0.9096852594482926,0.0919217851118663,0.9080782148881337
BELAGAVI,Belagavi,39530.0,-10,MotorVehicles_Tractors,38818,-1.8011636731596257,-712.0,0.2576536638716733,0.7423463361283267,0.2600086070013504,0.7399913929986496
VIJAYAPURA,Vijayapura,27528.0,-10,MotorVehicles_Tractors,27044,-1.7582098227259517,-484.0,0.032545388261028096,0.967454611738972,0.0322020567765296,0.9677979432234705
BAGALKOT,Bagalkote,25444.0,-10,MotorVehicles_Tractors,24894,-2.1616098097783367,-550.0,0.0819832300401021,0.9180167699598979,0.08209001736239929,0.9179099826376007
DHARAWAD,Dharwad,21178.0,-10,MotorVehicles_Tractors,20697,-2.2712248559826236,-481.0,0.030200510390083868,0.9697994896099161,0.029657055515158737,0.9703429444848413
GADAG,Gadag,31332.0,-10,MotorVehicles_Tractors,30066,-4.040597472232861,-1266.0,0.08125410134888805,0.9187458986511119,0.07123671585659802,0.9287632841434019
HAVERI,Haveri,18309.0,-10,MotorVehicles_Tractors,18115,-1.0595881806761702,-194.0,0.0189802614447164,0.9810197385552836,0.023200744526816336,0.9767992554731837
UTTARA KANNADA,Uttara Kannada,3825.0,-10,MotorVehicles_Tractors,3783,-1.0980392156862746,-42.0,0.18596573095151295,0.8140342690484871,0.18560553222431628,0.8143944677756837
BALLARI,Ballari,22938.5,-10,MotorVehicles_Tractors,22337,-2.622229003640168,-601.5,0.11273787823550857,0.8872621217644914,0.11478263081688078,0.8852173691831192
BIDAR,Bidar,261.0,-10,MotorVehicles_Tractors,256,-1.9157088122605364,-5.0,0.04160408312067079,0.9583959168793292,0.04183299449448707,0.9581670055055129
KALABURAGI,Kalaburagi,3114.0,-10,MotorVehicles_Tractors,3075,-1.2524084778420037,-39.0,0.24246931583424478,0.7575306841657552,0.2429647657065408,0.7570352342934592
YADGIRI,Yadgir,31435.0,-10,MotorVehicles_Tractors,31043,-1.247017655479561,-392.0,0.17841779074006564,0.8215822092599343,0.18040076968356905,0.819599230316431
RAICHUR,Raichur,26958.0,-10,MotorVehicles_Tractors,26540,-1.5505601305734846,-418.0,0.007400656215822088,0.9925993437841779,0.006763915888821248,0.9932360841111787
KOPPAL,Koppal,29982.0,-10,MotorVehicles_Tractors,29661,-1.0706423854312588,-321.0,0.0592023332118119,0.9407976667881881,0.06568329202961992,0.93431670797038
VIJAYANAGARA,Vijayanagara,22938.5,-10,MotorVehicles_Tractors,22337,-2.622229003640168,-601.5,0.12175841536031112,0.8782415846396889,0.1235178892071171,0.8764821107928829
BENGALURU,Bengaluru Urban,71.0,20,TotalNPK,80,12.676056338028168,9.0,0.03568355814801312,0.9643164418519868,0.035077205104702816,0.9649227948952972
BENGALURU(R),Bengaluru Rural,206.0,20,TotalNPK,218,5.825242718446602,12.0,0.16460517681370762,0.8353948231862924,0.1662581964323486,0.8337418035676514
RAMANAGARA,Ramanagara,4830.0,20,TotalNPK,4917,1.8012422360248446,87.0,0.07478235508567264,0.9252176449143273,0.07628287386307551,0.9237171261369245
CHITRADURGA,Chitradurga,68575.0,20,TotalNPK,70915,3.4123222748815163,2340.0,0.6908377688662048,0.30916223113379515,0.6852654586476767,0.31473454135232326
DAVANAGERE,Davanagere,16592.0,20,TotalNPK,17203,3.682497589199614,611.0,0.09081540891967432,0.9091845910803257,0.09510211755857953,0.9048978824414204
KOLAR,Kolar,5810.0,20,TotalNPK,6430,10.671256454388985,620.0,0.031221290557783443,0.9687787094422166,0.03552844955228089,0.9644715504477192
CHIKKABALLAPURA,Chikkaballapura,7132.0,20,TotalNPK,7603,6.604038137969715,471.0,0.11785636164783082,0.8821436383521691,0.11680650544078593,0.883193494559214
SHIVAMOGGA,Shivamogga,248.0,20,TotalNPK,257,3.6290322580645165,9.0,0.13129566168428727,0.8687043383157127,0.13268842981033632,0.8673115701896636
TUMAKURU,Tumakuru,39626.0,20,TotalNPK,41011,3.4951799323676376,1385.0,0.39828758918806306,0.6017124108119369,0.39774982121453256,0.6022501787854675
CHIKKAMAGALURU,Chikkamagaluru,3909.0,20,TotalNPK,4351,11.307239703248912,442.0,0.21211811884797666,0.7878818811520234,0.20781418398283658,0.7921858160171634
DAKSHINA KANNADA,Dakshina Kannada,0.0,20,TotalNPK,0,,0.0,0.02952242070725483,0.9704775792927451,0.030437848128040613,0.9695621518719594
UDUPI,Udupi,3623.0,20,TotalNPK,3688,1.7940932928512283,65.0,0.023733138899015675,0.9762668611009844,0.02179017133187619,0.9782098286681238
HASSAN,Hassan,521.0,20,TotalNPK,543,4.222648752399232,22.0,0.10607607242678335,0.8939239275732167,0.10694493407600647,0.8930550659239935
KODAGU,Kodagu,45.0,20,TotalNPK,52,15.555555555555555,7.0,0.012424352898286549,0.9875756471017134,0.012456226938353427,0.9875437730616465
MANDYA,Mandya,1021.0,20,TotalNPK,1085,6.268364348677767,64.0,0.14847685016405396,0.851523149835946,0.14819995769583308,0.851800042304167
MYSURU,Mysuru,2170.0,20,TotalNPK,2263,4.285714285714286,93.0,0.006467371491068172,0.9935326285089319,0.006581823309596002,0.993418176690404
CHAMARAJANAGAR,Chamarajanagara,8867.0,20,TotalNPK,9239,4.195331002593887,372.0,0.09031474055170738,0.9096852594482926,0.09143340619050977,0.9085665938094902
BELAGAVI,Belagavi,39530.0,20,TotalNPK,42347,7.126233240576778,2817.0,0.2576536638716733,0.7423463361283267,0.27322287245293664,0.7267771275470634
VIJAYAPURA,Vijayapura,27528.0,20,TotalNPK,28607,3.919645451903517,1079.0,0.032545388261028096,0.967454611738972,0.016896284284002028,0.983103715715998
BAGALKOT,Bagalkote,25444.0,20,TotalNPK,27418,7.758214117277158,1974.0,0.0819832300401021,0.9180167699598979,0.07513502079954876,0.9248649792004513
DHARAWAD,Dharwad,21178.0,20,TotalNPK,22460,6.05345169515535,1282.0,0.030200510390083868,0.9697994896099161,0.028227455404357338,0.9717725445956427
GADAG,Gadag,31332.0,20,TotalNPK,32409,3.437380314055917,1077.0,0.08125410134888805,0.9187458986511119,0.07054924910103649,0.9294507508989636
HAVERI,Haveri,18309.0,20,TotalNPK,19128,4.4732098967720795,819.0,0.0189802614447164,0.9810197385552836,0.01726815805642573,0.9827318419435742
UTTARA KANNADA,Uttara Kannada,3825.0,20,TotalNPK,3963,3.607843137254902,138.0,0.18596573095151295,0.8140342690484871,0.19196220827751534,0.8080377917224847
BALLARI,Ballari,22938.5,20,TotalNPK,24516,6.877084377792794,1577.5,0.11273787823550857,0.8872621217644914,0.10662060212930974,0.8933793978706903
BIDAR,Bidar,261.0,20,TotalNPK,280,7.2796934865900385,19.0,0.04160408312067079,0.9583959168793292,0.04176831417894663,0.9582316858210533
KALABURAGI,Kalaburagi,3114.0,20,TotalNPK,3242,4.110468850353243,128.0,0.24246931583424478,0.7575306841657552,0.2551740346424123,0.7448259653575877
YADGIRI,Yadgir,31435.0,20,TotalNPK,35126,11.741689199936376,3691.0,0.17841779074006564,0.8215822092599343,0.20972525793790686,0.7902747420620931
RAICHUR,Raichur,26958.0,20,TotalNPK,28911,7.244602715334965,1953.0,0.007400656215822088,0.9925993437841779,0.0072452936614256225,0.9927547063385744
KOPPAL,Koppal,29982.0,20,TotalNPK,31457,4.919618437729304,1475.0,0.0592023332118119,0.9407976667881881,0.05503772121553974,0.9449622787844603
VIJAYANAGARA,Vijayanagara,22938.5,20,TotalNPK,24516,6.877084377792794,1577.5,0.12175841536031112,0.8782415846396889,0.11406143505135252,0.8859385649486475
BENGALURU,Bengaluru Urban,71.0,20,AreaUnderOilSeeds_GroundNut,75,5.633802816901409,4.0,0.03568355814801312,0.9643164418519868,0.03433035533269358,0.9656696446673064
BENGALURU(R),Bengaluru Rural,206.0,20,AreaUnderOilSeeds_GroundNut,215,4.368932038834951,9.0,0.16460517681370762,0.8353948231862924,0.1670077175720059,0.8329922824279941
RAMANAGARA,Ramanagara,4830.0,20,AreaUnderOilSeeds_GroundNut,5015,3.8302277432712217,185.0,0.07478235508567264,0.9252176449143273,0.07869220268425536,0.9213077973157446
CHITRADURGA,Chitradurga,68575.0,20,AreaUnderOilSeeds_GroundNut,73987,7.892088953700329,5412.0,0.6908377688662048,0.30916223113379515,0.6854041926284347,0.31459580737156534
DAVANAGERE,Davanagere,16592.0,20,AreaUnderOilSeeds_GroundNut,17447,5.153085824493732,855.0,0.09081540891967432,0.9091845910803257,0.10038475227630078,0.8996152477236992
KOLAR,Kolar,5810.0,20,AreaUnderOilSeeds_GroundNut,6291,8.27882960413081,481.0,0.031221290557783443,0.9687787094422166,0.027991403895278905,0.9720085961047211
CHIKKABALLAPURA,Chikkaballapura,7132.0,20,AreaUnderOilSeeds_GroundNut,8225,15.325294447560292,1093.0,0.11785636164783082,0.8821436383521691,0.11300183365546199,0.886998166344538
SHIVAMOGGA,Shivamogga,248.0,20,AreaUnderOilSeeds_GroundNut,272,9.67741935483871,24.0,0.13129566168428727,0.8687043383157127,0.1278197521186154,0.8721802478813846
TUMAKURU,Tumakuru,39626.0,20,AreaUnderOilSeeds_GroundNut,43251,9.14803411901277,3625.0,0.39828758918806306,0.6017124108119369,0.4043432340430462,0.5956567659569538
CHIKKAMAGALURU,Chikkamagaluru,3909.0,20,AreaUnderOilSeeds_GroundNut,4236,8.365310821181888,327.0,0.21211811884797666,0.7878818811520234,0.2116163264202785,0.7883836735797215
DAKSHINA KANNADA,Dakshina Kannada,0.0,20,AreaUnderOilSeeds_GroundNut,0,,0.0,0.02952242070725483,0.9704775792927451,0.028981442685877247,0.9710185573141228
UDUPI,Udupi,3623.0,20,AreaUnderOilSeeds_GroundNut,3724,2.7877449627380626,101.0,0.023733138899015675,0.9762668611009844,0.021807885169016182,0.9781921148309838
HASSAN,Hassan,521.0,20,AreaUnderOilSeeds_GroundNut,569,9.213051823416507,48.0,0.10607607242678335,0.8939239275732167,0.10704808502394564,0.8929519149760543
KODAGU,Kodagu,45.0,20,AreaUnderOilSeeds_GroundNut,48,6.666666666666667,3.0,0.012424352898286549,0.9875756471017134,0.01229044742094332,0.9877095525790567
MANDYA,Mandya,1021.0,20,AreaUnderOilSeeds_GroundNut,1097,7.443682664054848,76.0,0.14847685016405396,0.851523149835946,0.14921810588346604,0.8507818941165339
MYSURU,Mysuru,2170.0,20,AreaUnderOilSeeds_GroundNut,2303,6.129032258064516,133.0,0.006467371491068172,0.9935326285089319,0.006926892562206872,0.9930731074377931
CHAMARAJANAGAR,Chamarajanagara,8867.0,20,AreaUnderOilSeeds_GroundNut,9548,7.6801623999097774,681.0,0.09031474055170738,0.9096852594482926,0.09113763228675306,0.9088623677132469
BELAGAVI,Belagavi,39530.0,20,AreaUnderOilSeeds_GroundNut,41624,5.297242600556539,2094.0,0.2576536638716733,0.7423463361283267,0.24738940624704342,0.7526105937529566
VIJAYAPURA,Vijayapura,27528.0,20,AreaUnderOilSeeds_GroundNut,28914,5.03487358326068,1386.0,0.032545388261028096,0.967454611738972,0.02736696987308579,0.9726330301269142
BAGALKOT,Bagalkote,25444.0,20,AreaUnderOilSeeds_GroundNut,26917,5.7891840905518,1473.0,0.0819832300401021,0.9180167699598979,0.08051955073188533,0.9194804492681147
DHARAWAD,Dharwad,21178.0,20,AreaUnderOilSeeds_GroundNut,23201,9.552365662479932,2023.0,0.030200510390083868,0.9697994896099161,0.019239866463027222,0.9807601335369728
GADAG,Gadag,31332.0,20,AreaUnderOilSeeds_GroundNut,33636,7.3535044044427424,2304.0,0.08125410134888805,0.9187458986511119,0.08057786213408141,0.9194221378659186
HAVERI,Haveri,18309.0,20,AreaUnderOilSeeds_GroundNut,19304,5.434485772024687,995.0,0.0189802614447164,0.9810197385552836,0.01002492715901826,0.9899750728409817
UTTARA KANNADA,Uttara Kannada,3825.0,20,AreaUnderOilSeeds_GroundNut,3934,2.849673202614379,109.0,0.18596573095151295,0.8140342690484871,0.1850460215983889,0.8149539784016111
BALLARI,Ballari,22938.5,20,AreaUnderOilSeeds_GroundNut,25723,12.138980316934411,2784.5,0.11273787823550857,0.8872621217644914,0.09699387344108723,0.9030061265589128
BIDAR,Bidar,261.0,20,AreaUnderOilSeeds_GroundNut,277,6.130268199233716,16.0,0.04160408312067079,0.9583959168793292,0.04122345817508481,0.9587765418249152
KALABURAGI,Kalaburagi,3114.0,20,AreaUnderOilSeeds_GroundNut,3327,6.840077071290944,213.0,0.24246931583424478,0.7575306841657552,0.23796072282968628,0.7620392771703137
YADGIRI,Yadgir,31435.0,20,AreaUnderOilSeeds_GroundNut,33608,6.912676952441546,2173.0,0.17841779074006564,0.8215822092599343,0.178468289474277,0.8215317105257229
RAICHUR,Raichur,26958.0,20,AreaUnderOilSeeds_GroundNut,28970,7.463461681133615,2012.0,0.007400656215822088,0.9925993437841779,0.004162893481287233,0.9958371065187128
KOPPAL,Koppal,29982.0,20,AreaUnderOilSeeds_GroundNut,31228,4.155826829430992,1246.0,0.0592023332118119,0.9407976667881881,0.041009907145849955,0.95899009285415
VIJAYANAGARA,Vijayanagara,22938.5,20,AreaUnderOilSeeds_GroundNut,25723,12.138980316934411,2784.5,0.12175841536031112,0.8782415846396889,0.10584517099850876,0.8941548290014912
BENGALURU,Bengaluru Urban,71.0,20,LivestockCensus_2012_Sheep,72,1.4084507042253522,1.0,0.03568355814801312,0.9643164418519868,0.035075419587847885,0.9649245804121521
BENGALURU(R),Bengaluru Rural,206.0,20,LivestockCensus_2012_Sheep,208,0.9708737864077669,2.0,0.16460517681370762,0.8353948231862924,0.16546986757311807,0.8345301324268819
RAMANAGARA,Ramanagara,4830.0,20,LivestockCensus_2012_Sheep,4889,1.2215320910973084,59.0,0.07478235508567264,0.9252176449143273,0.07564053537284894,0.924359464627151
CHITRADURGA,Chitradurga,68575.0,20,LivestockCensus_2012_Sheep,70605,2.960262486328837,2030.0,0.6908377688662048,0.30916223113379515,0.6922342610296721,0.3077657389703279
DAVANAGERE,Davanagere,16592.0,20,LivestockCensus_2012_Sheep,16661,0.4158630665380907,69.0,0.09081540891967432,0.9091845910803257,0.09533791280126525,0.9046620871987348
KOLAR,Kolar,5810.0,20,LivestockCensus_2012_Sheep,6222,7.091222030981068,412.0,0.031221290557783443,0.9687787094422166,0.034459315912470784,0.9655406840875292
CHIKKABALLAPURA,Chikkaballapura,7132.0,20,LivestockCensus_2012_Sheep,7370,3.3370723499719577,238.0,0.11785636164783082,0.8821436383521691,0.11907560843188633,0.8809243915681136
SHIVAMOGGA,Shivamogga,248.0,20,LivestockCensus_2012_Sheep,248,0.0,0.0,0.13129566168428727,0.8687043383157127,0.12807308264287232,0.8719269173571277
TUMAKURU,Tumakuru,39626.0,20,LivestockCensus_2012_Sheep,40902,3.220108009892495,1276.0,0.39828758918806306,0.6017124108119369,0.4001315163839064,0.5998684836160936
CHIKKAMAGALURU,Chikkamagaluru,3909.0,20,LivestockCensus_2012_Sheep,3928,0.4860578152980302,19.0,0.21211811884797666,0.7878818811520234,0.21258105961738855,0.7874189403826115
DAKSHINA KANNADA,Dakshina Kannada,0.0,20,LivestockCensus_2012_Sheep,0,,0.0,0.02952242070725483,0.9704775792927451,0.02874442319949012,0.9712555768005099
UDUPI,Udupi,3623.0,20,LivestockCensus_2012_Sheep,3623,0.0,0.0,0.023733138899015675,0.9762668611009844,0.022979958926421643,0.9770200410735783
HASSAN,Hassan,521.0,20,LivestockCensus_2012_Sheep,522,0.19193857965451055,1.0,0.10607607242678335,0.8939239275732167,0.10612090739560466,0.8938790926043954
KODAGU,Kodagu,45.0,20,LivestockCensus_2012_Sheep,45,0.0,0.0,0.012424352898286549,0.9875756471017134,0.012119066166229965,0.9878809338337701
MANDYA,Mandya,1021.0,20,LivestockCensus_2012_Sheep,1033,1.1753183153770812,12.0,0.14847685016405396,0.851523149835946,0.14803767438566673,0.8519623256143333
MYSURU,Mysuru,2170.0,20,LivestockCensus_2012_Sheep,2180,0.4608294930875576,10.0,0.006467371491068172,0.9935326285089319,0.006419517031371717,0.9935804829686283
CHAMARAJANAGAR,Chamarajanagara,8867.0,20,LivestockCensus_2012_Sheep,8933,0.7443329198150445,66.0,0.09031474055170738,0.9096852594482926,0.08827042466303142,0.9117295753369685
BELAGAVI,Belagavi,39530.0,20,LivestockCensus_2012_Sheep,39939,1.0346572223627626,409.0,0.2576536638716733,0.7423463361283267,0.2525005311238581,0.7474994688761418
VIJAYAPURA,Vijayapura,27528.0,20,LivestockCensus_2012_Sheep,27731,0.7374309793664632,203.0,0.032545388261028096,0.967454611738972,0.028941293109553068,0.9710587068904469
BAGALKOT,Bagalkote,25444.0,20,LivestockCensus_2012_Sheep,26009,2.2205628045904735,565.0,0.0819832300401021,0.9180167699598979,0.07651866015154729,0.9234813398484527
DHARAWAD,Dharwad,21178.0,20,LivestockCensus_2012_Sheep,21262,0.39663802058740205,84.0,0.030200510390083868,0.9697994896099161,0.03137171588414417,0.9686282841158558
