District,KDG_District,Original Groundnut Production Value,Perturbation,Factor,New Groundnut Production Values,Percentage Change,Change
BAGALKOT,Bagalkote,25444.0,10,MotorVehicles_Tractors,25993,2.1576796101241946,549.0
DHARAWAD,Dharwad,21178.0,10,MotorVehicles_Tractors,21658,2.2665029747851544,480.0
GADAG,Gadag,31332.0,10,MotorVehicles_Tractors,32597,4.037405847057322,1265.0
HAVERI,Haveri,18309.0,10,MotorVehicles_Tractors,18502,1.0541263859304169,193.0
UTTARA KANNADA,Uttara Kannada,3825.0,10,MotorVehicles_Tractors,3866,1.0718954248366013,41.0
BALLARI,Ballari,22938.5,10,MotorVehicles_Tractors,23539,2.617869520674848,600.5
BIDAR,Bidar,261.0,10,MotorVehicles_Tractors,265,1.532567049808429,4.0
KALABURAGI,Kalaburagi,3114.0,10,MotorVehicles_Tractors,3152,1.220295439948619,38.0
YADGIRI,Yadgir,31435.0,10,MotorVehicles_Tractors,31826,1.2438364879910928,391.0
RAICHUR,Raichur,26958.0,10,MotorVehicles_Tractors,27375,1.5468506565768974,417.0
KOPPAL,Koppal,29982.0,10,MotorVehicles_Tractors,30302,1.067307050897205,320.0
VIJAYANAGARA,Vijayanagara,22938.5,10,MotorVehicles_Tractors,23539,2.617869520674848,600.5
BENGALURU,Bengaluru Urban,71.0,-10,TotalNPK,66,-7.042253521126761,-5.0
BENGALURU(R),Bengaluru Rural,206.0,-10,TotalNPK,199,-3.3980582524271843,-7.0
RAMANAGARA,Ramanagara,4830.0,-10,TotalNPK,4786,-0.9109730848861284,-44.0
CHITRADURGA,Chitradurga,68575.0,-10,TotalNPK,67404,-1.7076193948231864,-1171.0
DAVANAGERE,Davanagere,16592.0,-10,TotalNPK,16286,-1.8442622950819672,-306.0
KOLAR,Kolar,5810.0,-10,TotalNPK,5499,-5.352839931153184,-311.0
CHIKKABALLAPURA,Chikkaballapura,7132.0,-10,TotalNPK,6896,-3.3090297251822767,-236.0
SHIVAMOGGA,Shivamogga,248.0,-10,TotalNPK,243,-2.0161290322580645,-5.0
TUMAKURU,Tumakuru,39626.0,-10,TotalNPK,38933,-1.7488517639933376,-693.0
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-10,TotalNPK,3687,-5.6792018419033,-222.0
DAKSHINA KANNADA,Dakshina Kannada,0.0,-10,TotalNPK,0,,0.0
UDUPI,Udupi,3623.0,-10,TotalNPK,3590,-0.9108473640629312,-33.0
HASSAN,Hassan,521.0,-10,TotalNPK,509,-2.3032629558541267,-12.0
KODAGU,Kodagu,45.0,-10,TotalNPK,41,-8.88888888888889,-4.0
MANDYA,Mandya,1021.0,-10,TotalNPK,988,-3.232125367286973,-33.0
MYSURU,Mysuru,2170.0,-10,TotalNPK,2123,-2.165898617511521,-47.0
CHAMARAJANAGAR,Chamarajanagara,8867.0,-10,TotalNPK,8680,-2.108943272809293,-187.0
BELAGAVI,Belagavi,39530.0,-10,TotalNPK,38121,-3.5643814824184163,-1409.0
VIJAYAPURA,Vijayapura,27528.0,-10,TotalNPK,26988,-1.9616390584132521,-540.0
BAGALKOT,Bagalkote,25444.0,-10,TotalNPK,24456,-3.8830372582927217,-988.0
DHARAWAD,Dharwad,21178.0,-10,TotalNPK,20536,-3.0314477287751442,-642.0
GADAG,Gadag,31332.0,-10,TotalNPK,30793,-1.7202859696157282,-539.0
HAVERI,Haveri,18309.0,-10,TotalNPK,17899,-2.2393358457589163,-410.0
UTTARA KANNADA,Uttara Kannada,3825.0,-10,TotalNPK,3755,-1.8300653594771243,-70.0
BALLARI,Ballari,22938.5,-10,TotalNPK,22149,-3.441811801120387,-789.5
BIDAR,Bidar,261.0,-10,TotalNPK,251,-3.8314176245210727,-10.0
KALABURAGI,Kalaburagi,3114.0,-10,TotalNPK,3049,-2.0873474630700066,-65.0
YADGIRI,Yadgir,31435.0,-10,TotalNPK,29589,-5.8724351837124225,-1846.0
RAICHUR,Raichur,26958.0,-10,TotalNPK,25981,-3.6241560946657767,-977.0
KOPPAL,Koppal,29982.0,-10,TotalNPK,29244,-2.461476886131679,-738.0
VIJAYANAGARA,Vijayanagara,22938.5,-10,TotalNPK,22149,-3.441811801120387,-789.5
BENGALURU,Bengaluru Urban,71.0,-10,AreaUnderOilSeeds_GroundNut,68,-4.225352112676056,-3.0
BENGALURU(R),Bengaluru Rural,206.0,-10,AreaUnderOilSeeds_GroundNut,201,-2.4271844660194173,-5.0
RAMANAGARA,Ramanagara,4830.0,-10,AreaUnderOilSeeds_GroundNut,4737,-1.9254658385093166,-93.0
CHITRADURGA,Chitradurga,68575.0,-10,AreaUnderOilSeeds_GroundNut,65868,-3.947502734232592,-2707.0
DAVANAGERE,Davanagere,16592.0,-10,AreaUnderOilSeeds_GroundNut,16164,-2.5795564127290262,-428.0
KOLAR,Kolar,5810.0,-10,AreaUnderOilSeeds_GroundNut,5569,-4.148020654044751,-241.0
CHIKKABALLAPURA,Chikkaballapura,7132.0,-10,AreaUnderOilSeeds_GroundNut,6585,-7.669657879977566,-547.0
SHIVAMOGGA,Shivamogga,248.0,-10,AreaUnderOilSeeds_GroundNut,235,-5.241935483870968,-13.0
TUMAKURU,Tumakuru,39626.0,-10,AreaUnderOilSeeds_GroundNut,37813,-4.575278857315904,-1813.0
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-10,AreaUnderOilSeeds_GroundNut,3745,-4.195446405730366,-164.0
DAKSHINA KANNADA,Dakshina Kannada,0.0,-10,AreaUnderOilSeeds_GroundNut,0,,0.0
UDUPI,Udupi,3623.0,-10,AreaUnderOilSeeds_GroundNut,3572,-1.4076731990063482,-51.0
HASSAN,Hassan,521.0,-10,AreaUnderOilSeeds_GroundNut,496,-4.798464491362764,-25.0
KODAGU,Kodagu,45.0,-10,AreaUnderOilSeeds_GroundNut,43,-4.444444444444445,-2.0
MANDYA,Mandya,1021.0,-10,AreaUnderOilSeeds_GroundNut,982,-3.819784524975514,-39.0
MYSURU,Mysuru,2170.0,-10,AreaUnderOilSeeds_GroundNut,2103,-3.087557603686636,-67.0
CHAMARAJANAGAR,Chamarajanagara,8867.0,-10,AreaUnderOilSeeds_GroundNut,8526,-3.8457200857110636,-341.0
BELAGAVI,Belagavi,39530.0,-10,AreaUnderOilSeeds_GroundNut,38482,-2.651151024538325,-1048.0
VIJAYAPURA,Vijayapura,27528.0,-10,AreaUnderOilSeeds_GroundNut,26834,-2.5210694565533274,-694.0
BAGALKOT,Bagalkote,25444.0,-10,AreaUnderOilSeeds_GroundNut,24707,-2.8965571451029715,-737.0
DHARAWAD,Dharwad,21178.0,-10,AreaUnderOilSeeds_GroundNut,20166,-4.7785437718387005,-1012.0
GADAG,Gadag,31332.0,-10,AreaUnderOilSeeds_GroundNut,30179,-3.6799438273969107,-1153.0
HAVERI,Haveri,18309.0,-10,AreaUnderOilSeeds_GroundNut,17811,-2.7199737833852202,-498.0
UTTARA KANNADA,Uttara Kannada,3825.0,-10,AreaUnderOilSeeds_GroundNut,3770,-1.4379084967320261,-55.0
BALLARI,Ballari,22938.5,-10,AreaUnderOilSeeds_GroundNut,21545,-6.074939512173856,-1393.5
BIDAR,Bidar,261.0,-10,AreaUnderOilSeeds_GroundNut,252,-3.4482758620689653,-9.0
KALABURAGI,Kalaburagi,3114.0,-10,AreaUnderOilSeeds_GroundNut,3007,-3.4360950545921645,-107.0
YADGIRI,Yadgir,31435.0,-10,AreaUnderOilSeeds_GroundNut,30348,-3.457929059965007,-1087.0
RAICHUR,Raichur,26958.0,-10,AreaUnderOilSeeds_GroundNut,25951,-3.735440314563395,-1007.0
KOPPAL,Koppal,29982.0,-10,AreaUnderOilSeeds_GroundNut,29358,-2.0812487492495495,-624.0
VIJAYANAGARA,Vijayanagara,22938.5,-10,AreaUnderOilSeeds_GroundNut,21545,-6.074939512173856,-1393.5
BENGALURU,Bengaluru Urban,71.0,-10,LivestockCensus_2012_Sheep,70,-1.4084507042253522,-1.0
BENGALURU(R),Bengaluru Rural,206.0,-10,LivestockCensus_2012_Sheep,204,-0.9708737864077669,-2.0
RAMANAGARA,Ramanagara,4830.0,-10,LivestockCensus_2012_Sheep,4800,-0.6211180124223602,-30.0
CHITRADURGA,Chitradurga,68575.0,-10,LivestockCensus_2012_Sheep,67559,-1.4815895005468465,-1016.0
DAVANAGERE,Davanagere,16592.0,-10,LivestockCensus_2012_Sheep,16557,-0.2109450337512054,-35.0
KOLAR,Kolar,5810.0,-10,LivestockCensus_2012_Sheep,5603,-3.5628227194492252,-207.0
CHIKKABALLAPURA,Chikkaballapura,7132.0,-10,LivestockCensus_2012_Sheep,7012,-1.682557487380819,-120.0
SHIVAMOGGA,Shivamogga,248.0,-10,LivestockCensus_2012_Sheep,247,-0.4032258064516129,-1.0
TUMAKURU,Tumakuru,39626.0,-10,LivestockCensus_2012_Sheep,38987,-1.6125776005652854,-639.0
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-10,LivestockCensus_2012_Sheep,3899,-0.25581990278843697,-10.0
DAKSHINA KANNADA,Dakshina Kannada,0.0,-10,LivestockCensus_2012_Sheep,0,,0.0
UDUPI,Udupi,3623.0,-10,LivestockCensus_2012_Sheep,3622,-0.02760143527463428,-1.0
HASSAN,Hassan,521.0,-10,LivestockCensus_2012_Sheep,520,-0.19193857965451055,-1.0
KODAGU,Kodagu,45.0,-10,LivestockCensus_2012_Sheep,44,-2.2222222222222223,-1.0
MANDYA,Mandya,1021.0,-10,LivestockCensus_2012_Sheep,1014,-0.6856023506366308,-7.0
MYSURU,Mysuru,2170.0,-10,LivestockCensus_2012_Sheep,2164,-0.2764976958525346,-6.0
CHAMARAJANAGAR,Chamarajanagara,8867.0,-10,LivestockCensus_2012_Sheep,8833,-0.38344423141987144,-34.0
BELAGAVI,Belagavi,39530.0,-10,LivestockCensus_2012_Sheep,39325,-0.518593473311409,-205.0
VIJAYAPURA,Vijayapura,27528.0,-10,LivestockCensus_2012_Sheep,27426,-0.37053182214472535,-102.0
BAGALKOT,Bagalkote,25444.0,-10,LivestockCensus_2012_Sheep,25161,-1.1122465021223078,-283.0
DHARAWAD,Dharwad,21178.0,-10,LivestockCensus_2012_Sheep,21135,-0.20304089149117008,-43.0
GADAG,Gadag,31332.0,-10,LivestockCensus_2012_Sheep,31133,-0.6351334099323375,-199.0
HAVERI,Haveri,18309.0,-10,LivestockCensus_2012_Sheep,18255,-0.2949369162706866,-54.0
UTTARA KANNADA,Uttara Kannada,3825.0,-10,LivestockCensus_2012_Sheep,3824,-0.026143790849673207,-1.0
BALLARI,Ballari,22938.5,-10,LivestockCensus_2012_Sheep,22618,-1.3972142903851603,-320.5
BIDAR,Bidar,261.0,-10,LivestockCensus_2012_Sheep,259,-0.7662835249042145,-2.0
KALABURAGI,Kalaburagi,3114.0,-10,LivestockCensus_2012_Sheep,3110,-0.12845215157353884,-4.0
YADGIRI,Yadgir,31435.0,-10,LivestockCensus_2012_Sheep,31125,-0.986161921425163,-310.0
RAICHUR,Raichur,26958.0,-10,LivestockCensus_2012_Sheep,26779,-0.6639958453891238,-179.0
KOPPAL,Koppal,29982.0,-10,LivestockCensus_2012_Sheep,29800,-0.6070308851977854,-182.0
VIJAYANAGARA,Vijayanagara,22938.5,-10,LivestockCensus_2012_Sheep,22618,-1.3972142903851603,-320.5
BENGALURU,Bengaluru Urban,71.0,-10,MotorVehicles_Tractors,65,-8.450704225352112,-6.0
BENGALURU(R),Bengaluru Rural,206.0,-10,MotorVehicles_Tractors,205,-0.48543689320388345,-1.0
RAMANAGARA,Ramanagara,4830.0,-10,MotorVehicles_Tractors,4699,-2.7122153209109734,-131.0
CHITRADURGA,Chitradurga,68575.0,-10,MotorVehicles_Tractors,67387,-1.7324097703244623,-1188.0
DAVANAGERE,Davanagere,16592.0,-10,MotorVehicles_Tractors,16397,-1.17526518804243,-195.0
KOLAR,Kolar,5810.0,-10,MotorVehicles_Tractors,5348,-7.951807228915662,-462.0
CHIKKABALLAPURA,Chikkaballapura,7132.0,-10,MotorVehicles_Tractors,6946,-2.607964105440269,-186.0
SHIVAMOGGA,Shivamogga,248.0,-10,MotorVehicles_Tractors,244,-1.6129032258064515,-4.0
TUMAKURU,Tumakuru,39626.0,-10,MotorVehicles_Tractors,38682,-2.382274264371877,-944.0
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-10,MotorVehicles_Tractors,3807,-2.609363008442057,-102.0
DAKSHINA KANNADA,Dakshina Kannada,0.0,-10,MotorVehicles_Tractors,0,,0.0
UDUPI,Udupi,3623.0,-10,MotorVehicles_Tractors,3578,-1.2420645873585427,-45.0
HASSAN,Hassan,521.0,-10,MotorVehicles_Tractors,513,-1.5355086372360844,-8.0
KODAGU,Kodagu,45.0,-10,MotorVehicles_Tractors,43,-4.444444444444445,-2.0
MANDYA,Mandya,1021.0,-10,MotorVehicles_Tractors,1008,-1.2732615083251715,-13.0
MYSURU,Mysuru,2170.0,-10,MotorVehicles_Tractors,2140,-1.3824884792626728,-30.0
CHAMARAJANAGAR,Chamarajanagara,8867.0,-10,MotorVehicles_Tractors,8810,-0.6428329762039021,-57.0
BELAGAVI,Belagavi,39530.0,-10,MotorVehicles_Tractors,38818,-1.8011636731596257,-712.0
VIJAYAPURA,Vijayapura,27528.0,-10,MotorVehicles_Tractors,27044,-1.7582098227259517,-484.0
BAGALKOT,Bagalkote,25444.0,-10,MotorVehicles_Tractors,24894,-2.1616098097783367,-550.0
DHARAWAD,Dharwad,21178.0,-10,MotorVehicles_Tractors,20697,-2.2712248559826236,-481.0
GADAG,Gadag,31332.0,-10,MotorVehicles_Tractors,30066,-4.040597472232861,-1266.0
HAVERI,Haveri,18309.0,-10,MotorVehicles_Tractors,18115,-1.0595881806761702,-194.0
UTTARA KANNADA,Uttara Kannada,3825.0,-10,MotorVehicles_Tractors,3783,-1.0980392156862746,-42.0
BALLARI,Ballari,22938.5,-10,MotorVehicles_Tractors,22337,-2.622229003640168,-601.5
BIDAR,Bidar,261.0,-10,MotorVehicles_Tractors,256,-1.9157088122605364,-5.0
KALABURAGI,Kalaburagi,3114.0,-10,MotorVehicles_Tractors,3075,-1.2524084778420037,-39.0
YADGIRI,Yadgir,31435.0,-10,MotorVehicles_Tractors,31043,-1.247017655479561,-392.0
RAICHUR,Raichur,26958.0,-10,MotorVehicles_Tractors,26540,-1.5505601305734846,-418.0
KOPPAL,Koppal,29982.0,-10,MotorVehicles_Tractors,29661,-1.0706423854312588,-321.0
VIJAYANAGARA,Vijayanagara,22938.5,-10,MotorVehicles_Tractors,22337,-2.622229003640168,-601.5
BENGALURU,Bengaluru Urban,71.0,20,TotalNPK,80,12.676056338028168,9.0
BENGALURU(R),Bengaluru Rural,206.0,20,TotalNPK,218,5.825242718446602,12.0
RAMANAGARA,Ramanagara,4830.0,20,TotalNPK,4917,1.8012422360248446,87.0
CHITRADURGA,Chitradurga,68575.0,20,TotalNPK,70915,3.4123222748815163,2340.0
DAVANAGERE,Davanagere,16592.0,20,TotalNPK,17203,3.682497589199614,611.0
KOLAR,Kolar,5810.0,20,TotalNPK,6430,10.671256454388985,620.0
CHIKKABALLAPURA,Chikkaballapura,7132.0,20,TotalNPK,7603,6.604038137969715,471.0
SHIVAMOGGA,Shivamogga,248.0,20,TotalNPK,257,3.6290322580645165,9.0
TUMAKURU,Tumakuru,39626.0,20,TotalNPK,41011,3.4951799323676376,1385.0
CHIKKAMAGALURU,Chikkamagaluru,3909.0,20,TotalNPK,4351,11.307239703248912,442.0
DAKSHINA KANNADA,Dakshina Kannada,0.0,20,TotalNPK,0,,0.0
UDUPI,Udupi,3623.0,20,TotalNPK,3688,1.7940932928512283,65.0
HASSAN,Hassan,521.0,20,TotalNPK,543,4.222648752399232,22.0
KODAGU,Kodagu,45.0,20,TotalNPK,52,15.555555555555555,7.0
MANDYA,Mandya,1021.0,20,TotalNPK,1085,6.268364348677767,64.0
MYSURU,Mysuru,2170.0,20,TotalNPK,2263,4.285714285714286,93.0
CHAMARAJANAGAR,Chamarajanagara,8867.0,20,TotalNPK,9239,4.195331002593887,372.0
BELAGAVI,Belagavi,39530.0,20,TotalNPK,42347,7.126233240576778,2817.0
VIJAYAPURA,Vijayapura,27528.0,20,TotalNPK,28607,3.919645451903517,1079.0
BAGALKOT,Bagalkote,25444.0,20,TotalNPK,27418,7.758214117277158,1974.0
DHARAWAD,Dharwad,21178.0,20,TotalNPK,22460,6.05345169515535,1282.0
GADAG,Gadag,31332.0,20,TotalNPK,32409,3.437380314055917,1077.0
HAVERI,Haveri,18309.0,20,TotalNPK,19128,4.4732098967720795,819.0
UTTARA KANNADA,Uttara Kannada,3825.0,20,TotalNPK,3963,3.607843137254902,138.0
BALLARI,Ballari,22938.5,20,TotalNPK,24516,6.877084377792794,1577.5
BIDAR,Bidar,261.0,20,TotalNPK,280,7.2796934865900385,19.0
KALABURAGI,Kalaburagi,3114.0,20,TotalNPK,3242,4.110468850353243,128.0
YADGIRI,Yadgir,31435.0,20,TotalNPK,35126,11.741689199936376,3691.0
RAICHUR,Raichur,26958.0,20,TotalNPK,28911,7.244602715334965,1953.0
KOPPAL,Koppal,29982.0,20,TotalNPK,31457,4.919618437729304,1475.0
VIJAYANAGARA,Vijayanagara,22938.5,20,TotalNPK,24516,6.877084377792794,1577.5
BENGALURU,Bengaluru Urban,71.0,20,AreaUnderOilSeeds_GroundNut,75,5.633802816901409,4.0
BENGALURU(R),Bengaluru Rural,206.0,20,AreaUnderOilSeeds_GroundNut,215,4.368932038834951,9.0
RAMANAGARA,Ramanagara,4830.0,20,AreaUnderOilSeeds_GroundNut,5015,3.8302277432712217,185.0
CHITRADURGA,Chitradurga,68575.0,20,AreaUnderOilSeeds_GroundNut,73987,7.892088953700329,5412.0
DAVANAGERE,Davanagere,16592.0,20,AreaUnderOilSeeds_GroundNut,17447,5.153085824493732,855.0
KOLAR,Kolar,5810.0,20,AreaUnderOilSeeds_GroundNut,6291,8.27882960413081,481.0
CHIKKABALLAPURA,Chikkaballapura,7132.0,20,AreaUnderOilSeeds_GroundNut,8225,15.325294447560292,1093.0
SHIVAMOGGA,Shivamogga,248.0,20,AreaUnderOilSeeds_GroundNut,272,9.67741935483871,24.0
TUMAKURU,Tumakuru,39626.0,20,AreaUnderOilSeeds_GroundNut,43251,9.14803411901277,3625.0
CHIKKAMAGALURU,Chikkamagaluru,3909.0,20,AreaUnderOilSeeds_GroundNut,4236,8.365310821181888,327.0
DAKSHINA KANNADA,Dakshina Kannada,0.0,20,AreaUnderOilSeeds_GroundNut,0,,0.0
UDUPI,Udupi,3623.0,20,AreaUnderOilSeeds_GroundNut,3724,2.7877449627380626,101.0
HASSAN,Hassan,521.0,20,AreaUnderOilSeeds_GroundNut,569,9.213051823416507,48.0
KODAGU,Kodagu,45.0,20,AreaUnderOilSeeds_GroundNut,48,6.666666666666667,3.0
MANDYA,Mandya,1021.0,20,AreaUnderOilSeeds_GroundNut,1097,7.443682664054848,76.0
MYSURU,Mysuru,2170.0,20,AreaUnderOilSeeds_GroundNut,2303,6.129032258064516,133.0
CHAMARAJANAGAR,Chamarajanagara,8867.0,20,AreaUnderOilSeeds_GroundNut,9548,7.6801623999097774,681.0
BELAGAVI,Belagavi,39530.0,20,AreaUnderOilSeeds_GroundNut,41624,5.297242600556539,2094.0
VIJAYAPURA,Vijayapura,27528.0,20,AreaUnderOilSeeds_GroundNut,28914,5.03487358326068,1386.0
BAGALKOT,Bagalkote,25444.0,20,AreaUnderOilSeeds_GroundNut,26917,5.7891840905518,1473.0
DHARAWAD,Dharwad,21178.0,20,AreaUnderOilSeeds_GroundNut,23201,9.552365662479932,2023.0
GADAG,Gadag,31332.0,20,AreaUnderOilSeeds_GroundNut,33636,7.3535044044427424,2304.0
HAVERI,Haveri,18309.0,20,AreaUnderOilSeeds_GroundNut,19304,5.434485772024687,995.0
UTTARA KANNADA,Uttara Kannada,3825.0,20,AreaUnderOilSeeds_GroundNut,3934,2.849673202614379,109.0
BALLARI,Ballari,22938.5,20,AreaUnderOilSeeds_GroundNut,25723,12.138980316934411,2784.5
BIDAR,Bidar,261.0,20,AreaUnderOilSeeds_GroundNut,277,6.130268199233716,16.0
KALABURAGI,Kalaburagi,3114.0,20,AreaUnderOilSeeds_GroundNut,3327,6.840077071290944,213.0
YADGIRI,Yadgir,31435.0,20,AreaUnderOilSeeds_GroundNut,33608,6.912676952441546,2173.0
RAICHUR,Raichur,26958.0,20,AreaUnderOilSeeds_GroundNut,28970,7.463461681133615,2012.0
KOPPAL,Koppal,29982.0,20,AreaUnderOilSeeds_GroundNut,31228,4.155826829430992,1246.0
VIJAYANAGARA,Vijayanagara,22938.5,20,AreaUnderOilSeeds_GroundNut,25723,12.138980316934411,2784.5
BENGALURU,Bengaluru Urban,71.0,20,LivestockCensus_2012_Sheep,72,1.4084507042253522,1.0
BENGALURU(R),Bengaluru Rural,206.0,20,LivestockCensus_2012_Sheep,208,0.9708737864077669,2.0
